"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length"
"MIR497HG",3836,1,3,"lncRNA",277,"1521.5"
"MIR195",86,3,3,"miRNA",87,NA
"MIR497",111,3,3,"miRNA",112,NA
"BCL6B",6644,1,10,"protein_coding",178,"232"
"SLC16A13",4110,1,4,"protein_coding",461,"873"
"SLC16A11",2471,1,7,"protein_coding",288,"202"
"CLEC10A",5714,1,13,"protein_coding",117,"448"
"ASGR2",14069,7,20,"protein_coding",117,"494"
"LOC105371512",9550,2,5,"lncRNA",104,"4399.5"
"RPL7AP64",647,NA,NA,"pseudogene",NA,NA
"LOC124903911",4565,1,2,"lncRNA",92,"4382"
"ASGR1",5937,1,10,"protein_coding",101.5,"127"
"DLG4",32869,4,27,"protein_coding",115,"191"
"ACADVL",8141,5,28,"protein_coding",92.5,"93"
"MIR324",82,3,3,"miRNA",83,NA
"DVL2",9191,4,19,"protein_coding",NA,NA
"PHF23",4677,7,12,"protein_coding",178.5,"384"
"GABARAP",2438,1,4,"protein_coding",164,"422"
"CTDNEP1",8388,2,10,"protein_coding",117,"305"
"ELP5",8216,4,14,"protein_coding",136,"644"
"CLDN7",3310,2,6,"protein_coding",344,"549.5"
"SLC2A4",6538,1,11,"protein_coding",163,"137.5"
"YBX2",6376,1,10,"protein_coding",104,"624"
"EIF5A",5464,12,13,"protein_coding",132,"227"
"GPS2",2699,1,11,"protein_coding",96,"114.5"
"NEURL4",13707,1,30,"protein_coding",159,"158.5"
"ACAP1",14948,2,24,"protein_coding",NA,NA
"KCTD11",2788,1,1,"protein_coding",2789,NA
"TMEM95",2063,4,14,"protein_coding",88,"120.5"
"TNK1",8658,2,17,"protein_coding",180,"191.5"
"TMEM256-PLSCR3",14405,1,10,"lncRNA",163,"267"
"PLSCR3",4798,1,4,"protein_coding",109,"514"
"TMEM256",1120,1,3,"protein_coding",89.5,"267"
"NLGN2",15225,3,12,"protein_coding",193,"589.5"
"SPEM1",1308,1,3,"protein_coding",205,"145.5"
"SPEM2",1952,1,4,"protein_coding",211,"151.5"
"SPEM3",3963,1,4,"protein_coding",184,"134.5"
"TMEM102",2244,2,4,"protein_coding",613,"108"
"FGF11",6643,3,8,"protein_coding",199,"458.5"
"CHRNB1",12630,1,11,"protein_coding",148,"644"
"ZBTB4",24878,9,12,"protein_coding",673.5,"1818"
"SLC35G6",2050,2,3,"protein_coding",791.5,"468"
"POLR2A",30265,1,29,"protein_coding",183,"175"
"TNFSF12-TNFSF13",12523,1,11,"protein_coding",79,"208.5"
"TNFSF12",8803,1,2,"protein_coding",100.5,"598"
"TNFSF13",3319,2,7,"protein_coding",139,"235"
"SENP3",10036,1,11,"protein_coding",138,"404"
"SENP3-EIF4A1",17001,1,13,"lncRNA",135.5,"363"
"EIF4A1",6182,1,2,"protein_coding",133,"242.5"
"SNORA48",134,1,1,"snoRNA",135,NA
"SNORD10",147,1,1,"snoRNA",148,NA
"SNORA67",136,1,1,"snoRNA",137,NA
"CD68",2475,1,7,"protein_coding",145.5,"125"
"MPDU1-AS1",2127,3,6,"lncRNA",379.5,"736"
"MPDU1",4565,2,11,"protein_coding",116.5,"153.5"
"SOX15",1916,1,2,"protein_coding",660,"597"
"FXR2",23637,2,18,"protein_coding",110,"329.5"
"LOC124904134",92,NA,NA,"pseudogene",NA,NA
"SHBG",19278,3,14,"protein_coding",162,"244"
"TRUND-NNN6-1",68,NA,NA,"pseudogene",NA,NA
"SAT2",1642,2,8,"protein_coding",84,"138"
"ATP1B2",11134,2,8,"protein_coding",105,"370"
"TP53",19050,3,18,"protein_coding",113,"455.5"
"WRAP53",17447,4,14,"protein_coding",133,"190"
"EFNB3",6170,1,5,"protein_coding",293,"305.5"
"DNAH2",115977,7,96,"protein_coding",155,"345"
"RPL29P2",656,1,1,"transcribed_pseudogene",657,NA
"KDM6B",21800,2,26,"protein_coding",142,"102.5"
"TMEM88",1033,1,4,"protein_coding",NA,NA
"NAA38",28792,2,9,"protein_coding",159,"184"
"CYB5D1",4279,1,5,"protein_coding",255.5,"126"
"CHD3",28037,10,55,"protein_coding",NA,NA
"SCARNA21",137,1,1,"ncRNA",138,NA
"RNF227",2994,2,4,"protein_coding",1425,"353.5"
"KCNAB3",7997,4,19,"protein_coding",NA,NA
"TRAPPC1",1654,2,7,"protein_coding",139,"276"
"CNTROB",17829,7,35,"protein_coding",133.5,"442"
"GUCY2D",17743,2,22,"protein_coding",149.5,"304"
"LOC124904131",97,NA,NA,"pseudogene",NA,NA
"ALOX15B",10091,1,15,"protein_coding",158.5,"236"
"ALOXE3P1",1144,NA,NA,"pseudogene",NA,NA
"ALOX12B",15087,1,15,"protein_coding",144,"315.5"
"MIR4314",91,2,2,"miRNA",92,NA
"ALOXE3",22940,9,25,"protein_coding",144,"584"
"TRK-TTT3-5",72,1,1,"tRNA",NA,NA
"TRQ-CTG1-5",71,1,1,"tRNA",NA,NA
"TRL-TAG1-1",81,1,1,"tRNA",NA,NA
"HES7",6033,4,10,"protein_coding",92,"600"
"TRR-TCT2-1",87,1,2,"tRNA",NA,NA
"TRG-GCC2-6",70,1,1,"tRNA",NA,NA
"TRS-CGA1-1",81,1,1,"tRNA",NA,NA
"TRT-AGT5-1",73,1,1,"tRNA",NA,NA
"PER1",11958,1,23,"protein_coding",151,"179.5"
"MIR6883",77,3,3,"miRNA",78,NA
"VAMP2",3813,2,7,"protein_coding",140,"482"
"TMEM107",3923,1,7,"protein_coding",998.5,"1927"
"SNORD118",136,1,1,"snoRNA",137,NA
"LOC105371520",8206,1,3,"lncRNA",151,"3837"
"TRW-CCA3-3",71,1,1,"tRNA",NA,NA
"TRS-GCT4-3",81,1,1,"tRNA",NA,NA
"MIR4521",59,2,2,"miRNA",60,NA
"TRT-AGT1-1",73,1,1,"tRNA",NA,NA
"TRI-AAT5-5",73,1,1,"tRNA",NA,NA
"BORCS6",1835,1,1,"protein_coding",1836,NA
"LOC124903913",9196,1,2,"lncRNA",1242,"6713"
"AURKB",5851,6,17,"protein_coding",139,"203"
"LINC00324",3416,1,3,"lncRNA",883,"660"
"TRW-CCA1-1",71,1,1,"tRNA",NA,NA
"TRG-TCC3-1",71,1,1,"tRNA",NA,NA
"TRD-GTC2-11",71,1,1,"tRNA",NA,NA
"TRP-CGG1-3",71,1,1,"tRNA",NA,NA
"CTC1",23232,6,31,"protein_coding",165,"325"
"TRT-AGT1-2",73,1,1,"tRNA",NA,NA
"TRS-AGA2-6",81,1,1,"tRNA",NA,NA
"TRI-AAT4-1",73,1,1,"tRNA",NA,NA
"PFAS",22874,6,34,"protein_coding",132,"186"
"SLC25A35",7634,4,15,"protein_coding",135,"356"
"RANGRF",1417,1,7,"protein_coding",196,"137.5"
"ARHGEF15",12269,3,20,"protein_coding",NA,NA
"LOC124900396",136,1,1,"snoRNA",137,NA
"ODF4",6206,1,4,"protein_coding",379,"2513.5"
"LOC100128288",2128,1,1,"lncRNA",2129,NA
"KRBA2",17866,2,4,"protein_coding",1277.5,"3211.5"
"RPL26",6102,2,8,"protein_coding",157,"2098"
"RNF222",7139,2,6,"protein_coding",152,"2027.5"
"NDEL1",60541,4,14,"protein_coding",NA,NA
"MYH10",156450,2,45,"protein_coding",144,"1742"
"LOC107987245",4953,1,2,"lncRNA",1786.5,"1381"
"LOC102724262",8901,2,6,"lncRNA",338,"1611"
"RNU7-43P",63,NA,NA,"pseudogene",NA,NA
"PPIAP52",491,NA,NA,"pseudogene",NA,NA
"RPS26P53",441,NA,NA,"pseudogene",NA,NA
"LOC105371525",50825,3,7,"lncRNA",317.5,"9205"
"LOC105371526",2621,1,3,"lncRNA",148,"1020.5"
"CCDC42",14885,1,7,"protein_coding",178.5,"1954"
"LOC105371529",4339,2,5,"lncRNA",234,"1453"
"SPDYE4",11022,2,8,"protein_coding",169,"805.5"
"LOC105371530",2432,1,3,"lncRNA",96,"914.5"
"MFSD6L",2255,1,1,"protein_coding",2256,NA
"PIK3R6",65907,11,40,"protein_coding",111,"848"
"LOC124903919",8916,1,3,"lncRNA",618,"3649.5"
"PIK3R5",86800,4,29,"protein_coding",113,"616"
"LOC124903920",1828,1,3,"lncRNA",91,"752.5"
"LOC124903921",1519,1,3,"lncRNA",95,"641"
"PIK3R5-DT",11135,2,5,"lncRNA",NA,NA
"NTN1",240730,3,9,"protein_coding",150,"17581.5"
"LOC101928266",8048,1,4,"lncRNA",482.5,"950"
"LOC124903923",855,1,2,"lncRNA",141.5,"573"
"STX8",326839,4,13,"protein_coding",101,"63261"
"CFAP52",68946,3,18,"protein_coding",133,"3920"
"RPL19P18",695,NA,NA,"pseudogene",NA,NA
"LOC124903924",1597,1,2,"lncRNA",435,"728"
"USP43",84434,5,20,"protein_coding",136,"5028"
"LOC107985011",3584,1,3,"lncRNA",613,"327"
"DHRS7C",20148,1,7,"protein_coding",183.5,"2537"
"GSG1L2",21506,1,5,"protein_coding",153,"3216"
"GLP2R",66165,2,15,"protein_coding",NA,NA
"NPM1P45",741,NA,NA,"pseudogene",NA,NA
"RCVRN",8951,1,3,"protein_coding",472,"3241.5"
"GAS7",288017,12,25,"protein_coding",99,"5825.5"
"RPS27AP1",549,NA,NA,"pseudogene",NA,NA
"LOC107985004",49734,2,6,"lncRNA",158,"3072.5"
"MYH13",72120,1,41,"protein_coding",127,"1182.5"
"MYHAS",242477,1,11,"lncRNA",116,"8094.5"
"MYH8",35440,2,41,"protein_coding",132,"223"
"MYH4",26345,2,42,"protein_coding",132,"280"
"MYH1",26262,1,41,"protein_coding",NA,NA
"MYH2",28556,1,41,"protein_coding",132,"158"
"MYH3",49793,3,43,"protein_coding",137,"370.5"
"LOC124903927",4211,2,4,"lncRNA",173,"1279"
"SCO1",25060,1,6,"protein_coding",157,"2779"
"ADPRM",13965,1,4,"protein_coding",367.5,"4279"
"TMEM220",18888,3,9,"protein_coding",133,"2598"
"MAGOH2P",639,1,1,"transcribed_pseudogene",640,NA
"TMEM220-AS1",85744,3,12,"lncRNA",124,"10562.5"
"TMEM238L",9187,1,2,"protein_coding",767.5,"7653"
"PIRT",15619,1,2,"protein_coding",1728.5,"12163"
"RNU6-1065P",105,NA,NA,"pseudogene",NA,NA
"LOC124903926",5708,1,3,"lncRNA",1881,"1947"
"LOC105371536",14095,1,5,"lncRNA",85,"1419"
"RN7SL601P",292,NA,NA,"pseudogene",NA,NA
"SHISA6",322761,1,6,"protein_coding",157,"21306"
"DNAH9",370877,5,75,"protein_coding",183,"4030"
"LOC101928350",7510,1,4,"lncRNA",191.5,"700"
"LOC124903928",6322,1,2,"lncRNA",2461.5,"1400"
"ZNF18",44072,8,19,"protein_coding",116.5,"1279"
"RPL21P122",538,NA,NA,"pseudogene",NA,NA
"MAP2K4",122978,5,17,"protein_coding",120,"11264"
"RNU11-2P",141,NA,NA,"pseudogene",NA,NA
"LOC124904155",91,NA,NA,"pseudogene",NA,NA
"MIR744",97,3,3,"miRNA",98,NA
"LOC103156999",721,NA,NA,"pseudogene",NA,NA
"LINC00670",87202,1,4,"lncRNA",235,"34471"
"LOC105371540",14223,1,3,"lncRNA",110,"6961.5"
"MYOCD",103082,1,15,"protein_coding",144,"3957"
"MYOCD-AS1",34264,1,3,"lncRNA",330,"16561"
"ARHGAP44-AS1",30127,1,2,"lncRNA",1856,"26416"
"ARHGAP44",202125,3,24,"protein_coding",108.5,"3743"
"MIR1269B",74,2,2,"miRNA",75,NA
"ELAC2",26409,3,27,"protein_coding",96,"646"
"LINC02093",7576,1,5,"lncRNA",119,"1860.5"
"LOC105371543",33931,1,7,"lncRNA",97,"3906.5"
"HS3ST3A1",107910,3,5,"protein_coding",2092.5,"103726"
"MIR548H3",117,2,2,"miRNA",118,NA
"LOC105371544",7889,1,3,"lncRNA",181,"3653"
"LOC107985014",14296,2,5,"lncRNA",584,"859.5"
"LOC100506974",108397,4,9,"lncRNA",237.5,"25105"
"CDRT15P1",1100,1,1,"transcribed_pseudogene",1101,NA
"COX10-DT",40170,1,3,"lncRNA",477,"19113.5"
"COX10",139154,1,7,"protein_coding",145,"19823"
"CDRT15",1189,1,4,"protein_coding",167,"267.5"
"HS3ST3B1",48389,1,4,"protein_coding",992,"22660"
"MGC12916",2005,1,1,"lncRNA",2006,NA
"LOC107985080",39038,2,5,"lncRNA",926,"3057"
"LOC107984996",3534,1,3,"lncRNA",104,"1370.5"
"RPS18P12",539,NA,NA,"pseudogene",NA,NA
"LOC105371545",1673,1,3,"lncRNA",195,"567"
"LINC02096",66079,1,4,"lncRNA",307.5,"2998"
"RPL23AP76",457,NA,NA,"pseudogene",NA,NA
"CDRT7",983,1,3,"lncRNA",277,"108.5"
"LOC101928475",921,1,1,"lncRNA",922,NA
"CDRT8",1202,1,2,"lncRNA",359.5,"484"
"LOC107984976",11230,1,3,"lncRNA",145,"5342"
"LOC105371547",6463,1,4,"lncRNA",87.5,"1958"
"PMP22",35546,5,11,"protein_coding",141,"8390"
"LOC124904126",96,NA,NA,"pseudogene",NA,NA
"MIR4731",69,3,3,"miRNA",70,NA
"LOC124903932",22362,1,4,"lncRNA",248.5,"3317"
"TEKT3",39861,4,14,"protein_coding",NA,NA
"RNU6-799P",106,NA,NA,"pseudogene",NA,NA
"RN7SL792P",304,NA,NA,"pseudogene",NA,NA
"TVP23C-CDRT4",127650,1,7,"protein_coding",86.5,"8067"
"CDRT4",31605,1,2,"protein_coding",122,"12717"
"RPL9P2",677,NA,NA,"pseudogene",NA,NA
"CDRT3",527,1,1,"lncRNA",528,NA
"TVP23C",61220,2,2,"protein_coding",111,"5879"
"PPIAP53",743,NA,NA,"pseudogene",NA,NA
"FBXW10B",54226,2,14,"protein_coding",149,"1863"
"TRIM16",56363,2,15,"protein_coding",112,"3361"
"ZNF29P",167,NA,NA,"pseudogene",NA,NA
"ZNF286A-TBC1D26",46486,1,23,"lncRNA",95,"681.5"
"ZNF286A",21035,1,6,"protein_coding",104,"1653"
"UBE2SP1",1014,NA,NA,"pseudogene",NA,NA
"TBC1D26-AS1",12725,2,6,"lncRNA",133,"1843"
"TBC1D26",12508,2,6,"protein_coding",100,"451"
"LOC105371559",20447,4,13,"lncRNA",310,"623"
"CDRT15P2",986,1,3,"transcribed_pseudogene",157,"208"
"ZSWIM5P1",2906,NA,NA,"pseudogene",NA,NA
"RNA5SP436",114,NA,NA,"pseudogene",NA,NA
"IL6STP1",8643,NA,NA,"pseudogene",NA,NA
"MEIS3P1",2854,1,1,"transcribed_pseudogene",2855,NA
"LINC02087",11497,1,3,"lncRNA",215,"5274"
"SPECC1P1",4885,NA,NA,"pseudogene",NA,NA
"LOC105371557",16435,1,4,"lncRNA",113.5,"6235"
"ADORA2B",121142,7,12,"protein_coding",761,"29094"
"ZSWIM7",23175,2,13,"protein_coding",NA,NA
"TTC19",45601,3,14,"protein_coding",133,"995"
"NCOR1",186476,3,58,"protein_coding",142,"2679"
"RPLP1P11",504,NA,NA,"pseudogene",NA,NA
"RPL22P21",437,NA,NA,"pseudogene",NA,NA
"RNU6-314P",103,NA,NA,"pseudogene",NA,NA
"RNU6-862P",104,NA,NA,"pseudogene",NA,NA
"SNORD163",63,1,1,"snoRNA",64,NA
"RN7SL442P",319,NA,NA,"pseudogene",NA,NA
"PIGL",134604,6,21,"protein_coding",100,"10739.5"
"MIR1288",74,3,3,"miRNA",75,NA
"CENPV",10943,1,5,"protein_coding",115,"2326"
"UBB",1966,5,8,"protein_coding",548.5,"439"
"FTLP12",449,NA,NA,"pseudogene",NA,NA
"LOC124904150",139,NA,NA,"pseudogene",NA,NA
"TRPV2",21432,6,23,"protein_coding",NA,NA
"SNHG29",31649,3,20,"lncRNA",160.5,"770"
"SNORD49B",47,1,1,"snoRNA",48,NA
"SNORD49A",70,1,1,"snoRNA",71,NA
"SNORD65",72,1,1,"snoRNA",NA,NA
"LRRC75A",50600,4,9,"protein_coding",449,"23734.5"
"LOC124903936",18055,1,3,"lncRNA",123,"8164"
"LOC105371554",8101,3,7,"lncRNA",451,"1698"
"ZNF287",22262,2,12,"protein_coding",127,"2329"
"ZNF624",39560,4,10,"protein_coding",NA,NA
"SRSF6P2",1468,NA,NA,"pseudogene",NA,NA
"LOC124903934",11824,1,4,"lncRNA",430,"449"
"NEK4P2",1008,NA,NA,"pseudogene",NA,NA
"CCDC144A",111676,4,23,"protein_coding",212.5,"2069"
"RNASEH1P2",895,NA,NA,"pseudogene",NA,NA
"RN7SL620P",298,NA,NA,"pseudogene",NA,NA
"UPF3AP1",2134,NA,NA,"pseudogene",NA,NA
"USP32P1",17598,1,8,"transcribed_pseudogene",229,"1436"
"SRP68P1",1104,NA,NA,"pseudogene",NA,NA
"FAM106C",1622,1,1,"lncRNA",1623,NA
"NOS2P4",6218,NA,NA,"pseudogene",NA,NA
"LOC124907928",18167,5,18,"protein_coding",94,"1183"
"LOC124907938",10527,NA,NA,"pseudogene",NA,NA
"LOC124907929",767,1,1,"protein_coding",768,NA
"LOC105371552",6021,1,4,"lncRNA",231,"2575"
"KRT16P2",2350,1,5,"transcribed_pseudogene",161,"125.5"
"LOC105371551",2206,1,4,"lncRNA",NA,NA
"KRT17P1",5417,1,7,"transcribed_pseudogene",162,"519"
"KRT17P4",3149,NA,NA,"pseudogene",NA,NA
"COTL1P1",2312,NA,NA,"pseudogene",NA,NA
"LOC101929105",2355,NA,NA,"pseudogene",NA,NA
"TBC1D27P",10400,1,13,"transcribed_pseudogene",112,"340.5"
"TNFRSF13B",33035,1,5,"protein_coding",186,"5839"
"LOC284191",5357,1,3,"lncRNA",516,"1578.5"
"LINC02090",1847,1,3,"lncRNA",136,"724.5"
"LOC124903938",2986,1,3,"lncRNA",128,"1194.5"
"MPRIP",150156,1,26,"protein_coding",119,"2589"
"RN7SL775P",335,NA,NA,"pseudogene",NA,NA
"PLD6",5432,2,3,"protein_coding",1289,"2757"
"FLCN",25353,6,25,"protein_coding",191.5,"1566"
"ACTG1P24",898,NA,NA,"pseudogene",NA,NA
"COPS3",34687,2,16,"protein_coding",114.5,"2840.5"
"NT5M",43290,4,13,"protein_coding",NA,NA
"RPL13P12",708,NA,NA,"pseudogene",NA,NA
"LOC644909",1052,NA,NA,"pseudogene",NA,NA
"TSEN15P1",1020,NA,NA,"pseudogene",NA,NA
"MED9",16223,1,2,"protein_coding",1104.5,"14015"
"RASD1",1958,1,3,"protein_coding",837,"285"
"PEMT",86409,6,14,"protein_coding",112,"3133"
"RNU6-468P",107,NA,NA,"pseudogene",NA,NA
"EEF1A1P43",3868,NA,NA,"pseudogene",NA,NA
"SMCR2",3665,1,4,"lncRNA",144,"1205"
"RAI1",129972,5,12,"protein_coding",NA,NA
"RAI1-AS1",7149,1,2,"lncRNA",359,"6432"
"SMCR5",2842,1,1,"lncRNA",2843,NA
"SREBF1",25742,3,31,"protein_coding",174,"242"
"MIR6777",65,3,3,"miRNA",66,NA
"MIR33B",95,3,3,"miRNA",96,NA
"TOM1L2",128883,1,16,"protein_coding",87,"3534.5"
"DRC3",44193,10,28,"protein_coding",124,"2018"
"LOC107984989",12270,1,3,"lncRNA",318,"5705"
"LOC100419436",1182,NA,NA,"pseudogene",NA,NA
"ATPAF2",24116,4,12,"protein_coding",NA,NA
"GID4",28990,3,8,"protein_coding",119.5,"4633"
"LOC124907939",19497,NA,NA,"pseudogene",NA,NA
"DRG2",20004,2,16,"protein_coding",NA,NA
"LOC105371566",9870,1,3,"lncRNA",227,"4239.5"
"MYO15A",71050,6,76,"protein_coding",111,"491"
"LOC124904129",99,1,1,"snoRNA",100,NA
"LOC124903944",3559,1,3,"lncRNA",195,"1494"
"LOC105371567",2139,2,6,"lncRNA",89,"372"
"ALKBH5",26119,1,4,"protein_coding",671,"9928"
"LLGL1",19245,1,27,"protein_coding",NA,NA
"FLII",14208,3,33,"protein_coding",129,"185"
"MIEF2",6014,4,7,"protein_coding",158.5,"461"
"TOP3A",43566,4,23,"protein_coding",137,"2039"
"RPL7AP65",811,NA,NA,"pseudogene",NA,NA
"RPL21P121",386,NA,NA,"pseudogene",NA,NA
"SMCR8",12763,1,2,"protein_coding",4148.5,"4467"
"SHMT1",35677,3,15,"protein_coding",123,"2382"
"MIR6778",72,3,3,"miRNA",73,NA
"EVPLL",11878,5,18,"protein_coding",126,"276.5"
"TBC1D3P4",5881,NA,NA,"pseudogene",NA,NA
"LINC02076",3229,1,2,"lncRNA",939.5,"1351"
"YWHAEP2",111,NA,NA,"pseudogene",NA,NA
"KRT17P5",3152,1,1,"transcribed_pseudogene",3153,NA
"KRT17P2",5065,1,7,"transcribed_pseudogene",162,"467"
"LOC105371570",1605,1,2,"lncRNA",168.5,"1269"
"KRT16P1",2987,1,7,"transcribed_pseudogene",161,"125.5"
"LOC105371569",6552,1,6,"lncRNA",171.5,"632"
"KRT16P4",583,NA,NA,"pseudogene",NA,NA
"TNPO1P2",3224,NA,NA,"pseudogene",NA,NA
"LGALS9C",18156,2,14,"protein_coding",96,"1272"
"NOS2P2",6195,NA,NA,"pseudogene",NA,NA
"USP32P2",9990,1,5,"transcribed_pseudogene",425,"1272"
"FAM106A",2280,1,1,"lncRNA",2281,NA
"SRP68P2",903,NA,NA,"pseudogene",NA,NA
"CCDC144BP",87816,1,17,"transcribed_pseudogene",210,"2058"
"RPS28P9",382,NA,NA,"pseudogene",NA,NA
"LOC107985051",6267,1,3,"lncRNA",300,"809.5"
"TBC1D28",10145,4,17,"protein_coding",102,"339"
"PAIP1P2",1372,NA,NA,"pseudogene",NA,NA
"ZNF286B",23879,1,4,"transcribed_pseudogene",171.5,"785"
"FOXO3B",14681,1,2,"protein_coding",171.5,"785"
"UBE2SP2",650,NA,NA,"pseudogene",NA,NA
"TRIM16L",37819,3,14,"transcribed_pseudogene",119.5,"1901"
"FBXW10",35451,7,27,"protein_coding",154,"2150"
"TVP23B",25535,5,13,"protein_coding",129,"1460"
"LOC101929141",6704,1,4,"transcribed_pseudogene",216.5,"2033"
"RN7SL627P",298,NA,NA,"pseudogene",NA,NA
"PRPSAP2",75349,8,20,"protein_coding",131,"5147.5"
"LOC100419620",826,NA,NA,"pseudogene",NA,NA
"LOC124904114",74,1,1,"snoRNA",75,NA
"SLC5A10",73256,2,19,"protein_coding",136,"1941.5"
"FAM83G",37342,2,7,"protein_coding",409,"5848"
"GRAP",30723,4,10,"protein_coding",116,"5726"
"SNORD3B-1",216,1,1,"snoRNA",217,NA
"SNORD3B-2",216,1,1,"snoRNA",217,NA
"KYNUP1",1546,NA,NA,"pseudogene",NA,NA
"GRAPL-AS1",7978,1,4,"lncRNA",169.5,"2456"
"GRAPL",36020,2,8,"protein_coding",116,"5726"
"SNORD3D",216,1,1,"snoRNA",217,NA
"LOC102724624",6919,1,4,"lncRNA",180,"2456"
"KYNUP2",1552,NA,NA,"pseudogene",NA,NA
"SNORD3A",216,1,1,"snoRNA",217,NA
"SNORD3C",210,1,1,"snoRNA",NA,NA
"KYNUP3",1546,NA,NA,"pseudogene",NA,NA
"LOC388436",7972,1,4,"lncRNA",169.5,"2456"
"EPN2",99409,1,11,"protein_coding",171,"1980"
"EPN2-IT1",2995,1,3,"lncRNA",338,"1085"
"EPN2-AS1",9666,1,3,"lncRNA",323,"4238.5"
"B9D1",43206,9,22,"protein_coding",97,"2368"
"MIR1180",68,3,3,"miRNA",69,NA
"LOC105371573",8644,1,3,"lncRNA",84,"3132"
"MAPK7",5794,3,12,"protein_coding",NA,NA
"MFAP4",3745,1,7,"protein_coding",126,"311"
"RNF112",6043,3,18,"protein_coding",NA,NA
"LOC105371574",42352,1,3,"lncRNA",227,"20880.5"
"RPS2P46",942,NA,NA,"pseudogene",NA,NA
"LOC124907933",9490,1,6,"lncRNA",118,"1668"
"RPL17P43",647,NA,NA,"pseudogene",NA,NA
"TRW-CCA2-1",71,1,1,"tRNA",NA,NA
"SLC47A1",45169,1,17,"protein_coding",98,"1623"
"SNORA59B",151,1,1,"snoRNA",152,NA
"LOC105371578",11176,2,4,"lncRNA",249,"5102.5"
"SLC47A1P1",16120,NA,NA,"pseudogene",NA,NA
"MTND1P14",946,NA,NA,"pseudogene",NA,NA
"NMTRQ-TTG12-1",71,NA,NA,"pseudogene",NA,NA
"MTND2P12",1199,NA,NA,"pseudogene",NA,NA
"MTCO1P39",479,NA,NA,"pseudogene",NA,NA
"SLC47A1P2",4795,1,4,"transcribed_pseudogene",375.5,"981"
"ALDH3A2",29457,3,15,"protein_coding",167,"2064"
"LOC124900397",90,NA,NA,"pseudogene",NA,NA
"SLC47A2",40662,8,27,"protein_coding",98,"1079"
"LOC124903948",8082,1,2,"lncRNA",2972.5,"2138"
"ALDH3A1",10314,5,16,"protein_coding",142,"601"
"LOC441784",1025,NA,NA,"pseudogene",NA,NA
"ULK2",97123,2,32,"protein_coding",NA,NA
"NDUFB4P3",465,NA,NA,"pseudogene",NA,NA
"LOC124904110",55,NA,NA,"pseudogene",NA,NA
"TRG-CCC3-1",70,1,1,"tRNA",NA,NA
"AKAP10",73575,3,17,"protein_coding",117,"4290"
"SPECC1",309619,18,34,"protein_coding",138.5,"8946"
"LOC100131943",1864,1,1,"lncRNA",1865,NA
"KCTD9P1",1551,NA,NA,"pseudogene",NA,NA
"RNU6-258P",100,NA,NA,"pseudogene",NA,NA
"RNU6-1057P",101,NA,NA,"pseudogene",NA,NA
"CCDC144CP",81001,1,16,"transcribed_pseudogene",163,"2076"
"RNU6-467P",109,NA,NA,"pseudogene",NA,NA
"UPF3AP2",2130,NA,NA,"pseudogene",NA,NA
"USP32P3",22557,1,12,"transcribed_pseudogene",183.5,"812"
"SRP68P3",904,NA,NA,"pseudogene",NA,NA
"FAM106B",1482,1,1,"lncRNA",1485,NA
"NOS2P3",10421,1,5,"transcribed_pseudogene",208,"1972"
"LGALS9B",249715,1,12,"protein_coding",96,"1273"
"TNPO1P3",2952,NA,NA,"pseudogene",NA,NA
"YWHAEP3",120,NA,NA,"pseudogene",NA,NA
"KRT16P5",583,NA,NA,"pseudogene",NA,NA
"LOC124907934",5991,2,4,"lncRNA",349,"2575"
"KRT16P3",2985,1,7,"transcribed_pseudogene",161,"125.5"
"KRT17P6",4042,NA,NA,"pseudogene",NA,NA
"KRT17P7",3155,NA,NA,"pseudogene",NA,NA
"LOC100996294",14048,1,7,"lncRNA",304,"608"
"TBC1D3P3",7248,NA,NA,"pseudogene",NA,NA
"LOC100132977",570,NA,NA,"pseudogene",NA,NA
"COTL1P2",2272,NA,NA,"pseudogene",NA,NA
"LOC105371580",5600,4,12,"lncRNA",310,"625"
"CDRT15L2",1187,1,2,"protein_coding",524,"140"
"ZSWIM5P2",2901,NA,NA,"pseudogene",NA,NA
"MEIS3P2",1965,NA,NA,"pseudogene",NA,NA
"LOC401875",631,NA,NA,"pseudogene",NA,NA
"LINC02088",20277,1,4,"lncRNA",139,"1487"
"LOC100287072",107461,1,14,"transcribed_pseudogene",110,"2639"
"LOC729334",8718,NA,NA,"pseudogene",NA,NA
"LOC105371583",16261,1,3,"lncRNA",187,"7863"
"RNFT1P3",12048,NA,NA,"pseudogene",NA,NA
"HNRNPA1P19",431,NA,NA,"pseudogene",NA,NA
"OLA1P2",1511,NA,NA,"pseudogene",NA,NA
"SCDP1",5240,NA,NA,"pseudogene",NA,NA
"ABHD17AP6",3792,NA,NA,"pseudogene",NA,NA
"CCDC144NL",32766,1,4,"transcribed_pseudogene",321.5,"2214"
"CCDC144NL-AS1",61513,3,7,"lncRNA",258,"7192"
"RNU6-1178P",106,NA,NA,"pseudogene",NA,NA
"RNASEH1P1",822,NA,NA,"pseudogene",NA,NA
"LOC124900389",62564,2,18,"protein_coding",3485,"628"
"LOC339260",43795,3,3,"lncRNA",160,"6752"
"SPECC1P2",1722,NA,NA,"pseudogene",NA,NA
"USP22",43744,2,14,"protein_coding",NA,NA
