"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3"
"ZNF213",7912,5,16,"protein_coding",266,203,"1","0"
"CASP16P",5656,1,10,"transcribed_pseudogene",114,404,"1","0"
"MEFV",14602,1,11,"protein_coding",208,447,"1","0"
"LINC00921",3798,1,2,"lncRNA",1221.5,1356,"1","0"
"ZNF263",37604,8,17,"protein_coding",154,822,"1","0"
"TIGD7",6622,1,2,"protein_coding",1710.5,3202,"1","0"
"ZNF75A",17972,8,19,"protein_coding",195,1317,"1","0"
"ZSCAN32",19177,4,15,"protein_coding",328.5,3186,"1","0"
"ZNF174",8143,3,7,"protein_coding",1118,2013,"1","0"
"ZNF597",11097,1,4,"protein_coding",136,2186,"1","0"
"NAA60",43348,3,16,"protein_coding",147.5,2901,"5","0"
"C16orf90",3168,3,8,"protein_coding",354,536,"1","0"
"CLUAP1",43622,6,19,"protein_coding",96,3121,"1","0"
"NLRC3",38379,4,25,"protein_coding",84,693,"1","0"
"LOC101929732",17693,1,9,"lncRNA",445,6534,"1","0"
"LOC105371060",2246,1,3,"lncRNA",85,286.5,"1","0"
"DNASE1",53699,5,25,"protein_coding",148,328,"1","0"
"LOC124903631",7129,1,2,"lncRNA",3478,174,"1","0"
"TRAP1",59490,2,19,"protein_coding",121,1431.5,"1","0"
"CREBBP",155594,3,34,"protein_coding",164,1377,"1","0"
"LINC02861",2836,1,2,"lncRNA",697,1443,"1","0"
"ADCY9",163041,2,13,"protein_coding",191,3502.5,"1","0"
"LOC105371062",2074,1,2,"lncRNA",408,1259,"1","0"
"SRL",52704,3,11,"protein_coding",109.5,2588,"1","0"
"LINC01569",7967,1,3,"lncRNA",714,2937,"1","0"
"TFAP4",15833,4,10,"protein_coding",166,777.5,"1","0"
"GLIS2",24824,2,9,"protein_coding",177,1281,"1","0"
"GLIS2-AS1",3689,1,4,"lncRNA",83,1075,"1","0"
"CORO7-PAM16",78249,1,31,"protein_coding",93,514.5,"1","0"
"PAM16",12950,1,1,"protein_coding",90,1108,"1","0"
"CORO7",62075,2,4,"protein_coding",95,486,"1","0"
"VASN",11689,1,2,"protein_coding",1408,8874,"1","0"
"LOC124903635",9068,2,6,"lncRNA",229.5,4219,"1","0"
"DNAJA3",30910,2,14,"protein_coding",131.5,1718,"1","0"
"NMRAL1",14628,4,16,"protein_coding",191,1879.5,"4","0"
"HMOX2",35565,4,15,"protein_coding",127,1207,"1","0"
"LOC124903636",16380,1,3,"lncRNA",298,7779,"1","0"
"CDIP1",28090,2,10,"protein_coding",102,430,"4","0"
"C16orf96",62154,4,24,"protein_coding",102.5,1041.5,"1","0"
"UBALD1",5993,2,6,"protein_coding",211,2347.5,"1","0"
"MGRN1",66143,1,18,"protein_coding",118,2558,"1","0"
"NUDT16L1",2297,3,11,"protein_coding",296,373.5,"1","0"
"ANKS3",37765,6,26,"protein_coding",141,559,"1","0"
"DNAAF8",14860,2,11,"protein_coding",154.5,1363,"1","0"
"ZNF500",22141,5,12,"protein_coding",184,1672,"1","0"
"SEPTIN12",14254,4,13,"protein_coding",97,993.5,"1","0"
"SMIM22",8088,3,10,"protein_coding",124.5,145,"1","0"
"ROGDI",5737,2,12,"protein_coding",97.5,384,"1","0"
"GLYR1",44021,1,21,"protein_coding",101,1020,"1","0"
"LOC124903638",2146,1,2,"lncRNA",787.5,572,"1","0"
"PPL",54691,3,25,"protein_coding",132.5,886,"1","0"
"LOC124903637",19102,2,6,"lncRNA",85.5,8852.5,"1","0"
"LOC105371064",10912,1,4,"lncRNA",213,2593,"1","0"
"SEC14L5",60839,3,18,"protein_coding",135,2339,"4","0"
"NAGPA",9085,1,10,"protein_coding",119,694,"1","0"
"NAGPA-AS1",9276,1,2,"lncRNA",618.5,8040,"1","0"
"C16orf89",23172,3,12,"protein_coding",143,2304,"1","0"
"ALG1",15539,3,16,"protein_coding",107.5,943,"1","0"
"EEF2KMT",13516,1,9,"protein_coding",151,2135,"1","0"
"LOC107984828",2848,1,2,"lncRNA",864.5,1120,"1","0"
"LOC105371067",31944,1,3,"lncRNA",183,15032.5,"1","0"
"LINC02164",8070,2,5,"lncRNA",174,3104,"1","0"
"RBFOX1",2475568,21,43,"protein_coding",76,16126,"1","0"
"LINC01570",15092,1,3,"lncRNA",165,7153.5,"1","0"
"LOC105371068",12881,3,10,"lncRNA",110,886,"1","0"
"LOC105371069",17862,1,2,"lncRNA",1696.5,14470,"1","0"
"LOC105371070",136647,1,3,"lncRNA",853,67243.5,"1","0"
"LOC124903641",7855,1,7,"lncRNA",193,1032,"1","0"
"LOC105371072",24698,1,3,"lncRNA",237,12045,"1","0"
"TMEM114",64014,3,9,"protein_coding",138,9536,"1","0"
"METTL22",52035,6,21,"protein_coding",124,1989,"1","0"
"ABAT",110041,6,30,"protein_coding",111,2009,"1","0"
"LOC107984840",5662,2,5,"lncRNA",181,964,"1","0"
"TMEM186",2458,1,2,"protein_coding",719.5,1020,"1","0"
"PMM2",51480,2,9,"protein_coding",105,2864,"1","0"
"LOC100130283",10960,1,5,"lncRNA",184,2467.5,"1","0"
"CARHSP1",16049,9,17,"protein_coding",165,3022,"1","0"
"LITAFD",2999,1,5,"protein_coding",153.5,721,"1","0"
"USP7",71742,5,37,"protein_coding",102,778.5,"4","0"
"HAPSTR1",29988,3,7,"protein_coding",451.5,9982,"1","0"
"LOC124907822",3020,1,2,"lncRNA",113.5,2794,"1","0"
"LOC101927026",472772,4,16,"lncRNA",120,11386,"1","0"
"LOC105371075",3163,1,2,"lncRNA",401.5,2361,"1","0"
"LINC02177",52522,1,3,"lncRNA",193,23610.5,"1","0"
"LINC01177",3691,1,4,"lncRNA",129.5,986,"1","0"
"LINC01195",9492,1,5,"lncRNA",94,1678.5,"1","0"
"GRIN2A",430723,7,21,"protein_coding",206,6998,"1","0"
"LOC105371077",27287,2,5,"lncRNA",875,2672,"1","0"
"LOC105371076",5645,1,3,"lncRNA",201,2539,"1","0"
"LOC107984900",2656,1,3,"lncRNA",83,413.5,"1","0"
"LOC105371078",26940,1,3,"lncRNA",293,13067.5,"1","0"
"ATF7IP2",97524,8,25,"protein_coding",92.5,2131,"1","0"
"LOC107984877",14653,2,7,"lncRNA",1401.5,2221,"1","0"
"LINC01290",13485,1,2,"lncRNA",249,12988,"1","0"
"EMP2",52159,1,5,"protein_coding",138,5164.5,"1","0"
"TEKT5",67423,1,7,"protein_coding",155,6464,"1","0"
"LOC105371079",2109,1,2,"lncRNA",446,1218,"1","0"
"NUBP1",25507,2,15,"protein_coding",104,2069.5,"1","0"
"TVP23A",57842,9,25,"protein_coding",129,1338,"1","0"
"CIITA",76819,16,37,"protein_coding",93,863.5,"1","0"
"LOC124907823",13173,1,2,"lncRNA",5610,1954,"1","0"
"DEXI",13579,1,2,"protein_coding",784.5,12011,"1","0"
"CLEC16A",237931,9,36,"protein_coding",129,4170,"1","0"
"LOC105371081",5679,2,3,"lncRNA",128,3033.5,"1","0"
"LOC107984859",14018,2,9,"lncRNA",804,1313,"1","0"
"LOC105371082",146247,6,11,"lncRNA",517,910,"1","0"
"SOCS1",1787,1,2,"protein_coding",619,550,"1","0"
"TNP2",1468,1,2,"protein_coding",309.5,850,"1","0"
"PRM2",841,1,9,"protein_coding",113,123.5,"4","0"
"PRM1",489,1,2,"protein_coding",199.5,91,"1","0"
"LOC105371083",3402,1,2,"lncRNA",357.5,2688,"1","0"
"RMI2",6299,1,3,"protein_coding",602,5096,"1","0"
"LOC400499",155362,3,71,"protein_coding",159,1388,"1","0"
"LOC101927131",7912,1,3,"lncRNA",273,2816.5,"1","0"
"LITAF",92817,10,16,"protein_coding",157,3787,"1","0"
"SNN",10697,2,3,"protein_coding",1632,7434,"1","0"
"TXNDC11",63769,3,15,"protein_coding",143,5285,"1","0"
"ZC3H7A",46652,7,29,"protein_coding",134,1234,"1","0"
"BCAR4",9019,1,8,"lncRNA",301,8418,"1","0"
"RSL1D1",17692,1,9,"protein_coding",139,1283.5,"1","0"
"GSPT1",48533,5,20,"protein_coding",141,1400,"1","0"
"NPIPB2",49445,3,16,"protein_coding",100,1350,"1","0"
"TNFRSF17",2858,1,3,"protein_coding",245,984,"1","0"
"SNX29",598484,18,39,"protein_coding",104,9698,"1","0"
"LOC642696",2229,1,2,"lncRNA",323.5,1583,"1","0"
"LOC101927227",5623,1,2,"lncRNA",281,5062,"1","0"
"LOC105371087",6010,1,3,"lncRNA",2404,366,"1","0"
"LOC124903644",2101,1,3,"lncRNA",79,950.5,"1","0"
"LOC105371085",31900,3,9,"lncRNA",4880.5,1887,"1","0"
"LOC105371088",1459,1,2,"lncRNA",390,680,"1","0"
"CPPED1",144094,1,4,"protein_coding",219,69189,"1","0"
"LOC105371090",14778,4,12,"lncRNA",130.5,732.5,"1","0"
"SHISA9",661962,6,13,"protein_coding",1014,14072,"1","0"
"LOC105371092",19311,1,3,"lncRNA",129,9127,"1","0"
"LOC105371091",5696,1,3,"lncRNA",85,2705,"1","0"
"LOC107984137",71156,1,3,"lncRNA",159,34632.5,"1","0"
"LOC105371093",43764,3,8,"lncRNA",107.5,10023,"1","0"
"MRTFB",271994,13,35,"protein_coding",156,4271,"4","0"
"LINC02185",6742,1,3,"lncRNA",157,2988.5,"1","0"
"LINC02186",2197,1,3,"lncRNA",154,656.5,"1","0"
"MIR193BHG",29718,2,4,"lncRNA",2707,23975,"1","0"
"LINC02130",7155,1,2,"lncRNA",259,6638,"1","0"
"PARN",194533,10,38,"protein_coding",75.5,1968,"4","0"
"LOC105371094",5546,1,2,"lncRNA",2321.5,904,"1","0"
"LOC107984865",22167,1,2,"lncRNA",11012,144,"1","0"
"BFAR",36280,1,8,"protein_coding",188.5,3778,"1","0"
"NPIPA2",22935,12,25,"protein_coding",118.5,1703,"1","0"
"ABCC6P2",2275,1,2,"transcribed_pseudogene",355.5,1565,"1","0"
"NOMO1",62444,1,31,"protein_coding",114,1748,"1","0"
"LOC101927469",20102,1,4,"lncRNA",257.5,6710,"1","0"
"PKD1P3-NPIPA1",42949,1,39,"transcribed_pseudogene",153,372.5,"1","0"
"LOC100288162",1533,1,3,"lncRNA",236,229,"1","0"
"NPIPA1",14596,1,2,"protein_coding",104,1359,"1","0"
"PDXDC1",168468,10,34,"protein_coding",93,1678,"1","0"
"NTAN1",18217,2,11,"protein_coding",103.5,1281,"1","0"
"RRN3",34312,2,20,"protein_coding",109,1642,"1","0"
"LOC100505915",14786,1,4,"lncRNA",311,3606,"1","0"
"PKD1P6-NPIPP1",36453,2,33,"transcribed_pseudogene",145,295,"1","0"
"LOC105371096",9286,1,4,"lncRNA",254,1434,"1","0"
"LOC105371097",18079,1,3,"lncRNA",100,8804.5,"1","0"
"NPIPA5",18024,11,25,"protein_coding",100,1018,"1","0"
"MPV17L",17521,1,3,"protein_coding",262.5,4581,"1","0"
"BMERB1",153689,2,2,"protein_coding",115,13044.5,"1","0"
"LOC105371102",16305,2,4,"lncRNA",102.5,7509,"1","0"
"LOC124903649",1788,1,2,"lncRNA",271.5,1246,"1","0"
"NDE1",83003,15,24,"protein_coding",149,5421,"1","0"
"MYH11",153895,2,44,"protein_coding",144,1868.5,"1","0"
"LOC124903650",792,1,2,"lncRNA",350,93,"1","0"
"LOC124903651",1416,1,2,"lncRNA",634,149,"1","0"
"CEP20",22883,1,7,"protein_coding",137,10451.5,"1","0"
"LOC107984869",46610,1,3,"lncRNA",381,22851.5,"1","0"
"ABCC1",193840,10,40,"protein_coding",159,3316.5,"1","0"
"ABCC6",74581,3,34,"protein_coding",145.5,2076,"1","0"
"LOC105371100",5472,1,3,"lncRNA",194,1841,"1","0"
"NOMO3",62287,1,33,"protein_coding",114,1749.5,"1","0"
"LOC105371099",19803,1,4,"lncRNA",241,7810.5,"1","0"
"PKD1P1",43335,1,38,"transcribed_pseudogene",158.5,355,"1","0"
"NPIPA7",14826,1,8,"protein_coding",118.5,1359,"1","0"
"LOC105371105",18067,1,3,"lncRNA",82,8810.5,"1","0"
"LOC124903653",4303,1,2,"lncRNA",2076,152,"1","0"
"XYLT1",369424,3,14,"protein_coding",203,9158,"4","0"
"LOC102723692",4254,1,4,"lncRNA",79.5,626,"1","0"
"LOC124903654",24800,1,2,"lncRNA",12070,661,"1","0"
"LOC107987234",15149,1,2,"lncRNA",7509.5,131,"1","0"
"LOC105371106",12660,1,3,"lncRNA",163,5646.5,"1","0"
"LOC107984893",111686,2,6,"lncRNA",107,4151,"1","0"
"LOC105371108",8773,1,4,"lncRNA",85,1434,"1","0"
"LOC105376751",17990,1,3,"lncRNA",100,8763,"1","0"
"PKD1P4-NPIPA8",41565,1,35,"transcribed_pseudogene",153,281.5,"1","0"
"NPIPA8",18817,1,3,"protein_coding",118.5,1664,"1","0"
"NPIPA9",18744,2,11,"protein_coding",118.5,1359,"1","0"
"PKD1P5-LOC105376752",43260,1,34,"transcribed_pseudogene",170,300.5,"4","0"
"NOMO2",62245,4,37,"protein_coding",114,1694,"1","0"
"ABCC6P1",27046,1,10,"transcribed_pseudogene",130.5,2070,"1","0"
"RPS15A",9037,1,6,"protein_coding",86,1413,"1","0"
"ARL6IP1",9883,2,8,"protein_coding",120,1228,"1","0"
"TMC7",79985,4,21,"protein_coding",152.5,4431,"1","0"
"COQ7-DT",4960,2,6,"lncRNA",154,2105,"4","0"
"COQ7",12513,5,12,"protein_coding",140,1688,"1","0"
"LOC124907826",17574,1,3,"lncRNA",276,5193,"1","0"
"ITPRIPL2",7666,1,3,"protein_coding",3575.5,516,"1","0"
"LOC105371114",152321,8,14,"lncRNA",100.5,11721,"1","0"
"CLEC19A",25208,1,5,"protein_coding",166,4301,"1","0"
"LINC02858",3788,1,3,"lncRNA",390,1152.5,"1","0"
"TMC5",88209,4,25,"protein_coding",134,2434,"1","0"
"LOC124903659",28311,4,8,"lncRNA",430,503,"1","0"
"GDE1",20399,1,8,"protein_coding",194,3059,"1","0"
"VPS35L",145390,1,33,"protein_coding",97,3046.5,"1","0"
"KNOP1",16291,1,10,"protein_coding",499,3287,"1","0"
"IQCK",140185,1,12,"protein_coding",112,20642,"1","0"
"LOC105371115",9473,2,6,"lncRNA",1553,1625,"1","0"
"GPRC5B",28921,2,6,"protein_coding",731.5,9842,"1","0"
"LOC105371116",5627,1,3,"lncRNA",121,2641.5,"1","0"
"LOC105371117",8728,1,4,"lncRNA",78.5,1436,"1","0"
"GPR139",45791,2,5,"protein_coding",401,38397,"1","0"
"LOC102723396",11854,1,3,"lncRNA",110,5729,"1","0"
"GP2",17940,1,12,"protein_coding",139.5,1189,"1","0"
"UMOD",23311,5,22,"protein_coding",159,1510,"1","0"
"ACSM5",31812,2,17,"protein_coding",138,1809,"1","0"
"LOC105371119",5747,1,4,"lncRNA",180.5,755,"1","0"
"ACSM2A",36112,5,22,"protein_coding",144,1745,"1","0"
"LOC105371120",6026,2,5,"lncRNA",330,755,"1","0"
"LOC107984831",8439,1,3,"lncRNA",133,3343.5,"1","0"
"ACSM1",74416,8,25,"protein_coding",128,3040,"1","0"
"ACSM3",123201,11,32,"protein_coding",157,2228,"1","0"
"THUMPD1",8154,1,6,"protein_coding",310,720.5,"1","0"
"ERI2",26279,2,12,"protein_coding",86.5,702.5,"1","0"
"REXO5",43224,5,26,"protein_coding",120,1109,"4","0"
"LOC105371121",9233,1,2,"lncRNA",156,8922,"1","0"
"DCUN1D3",45432,1,3,"protein_coding",536,19648.5,"1","0"
"LYRM1",25124,6,21,"protein_coding",180,3785,"1","0"
"DNAH3",226357,14,82,"protein_coding",157,2687,"1","0"
"LDAF1",21957,3,13,"protein_coding",139,3471,"1","0"
"ZP2",17051,2,24,"protein_coding",125,743,"1","0"
"LOC105371123",6578,1,2,"lncRNA",336,5907,"1","0"
"ANKS4B",20147,1,2,"protein_coding",2161.5,15825,"1","0"
"CRYM",44541,2,11,"protein_coding",122,2052,"1","0"
"LOC105371125",3489,1,3,"lncRNA",161,1295.5,"1","0"
"CRYM-AS1",17730,1,3,"lncRNA",488,7719,"1","0"
"SNX29P1",36556,1,6,"transcribed_pseudogene",126.5,3181,"1","0"
"NPIPB3",23019,1,8,"protein_coding",125,163,"1","0"
"SMG1P3",55284,1,29,"transcribed_pseudogene",155,950,"1","0"
"LOC105371132",30614,3,6,"lncRNA",123,3789,"1","0"
"LOC124900576",34042,1,10,"protein_coding",149.5,3959,"1","0"
"LOC105371131",25450,2,4,"lncRNA",292,22968,"1","0"
"RRN3P3",18789,1,7,"transcribed_pseudogene",154,2284.5,"1","0"
"MFSD13B",21829,1,4,"transcribed_pseudogene",224.5,4529,"1","0"
"CDR2-DT",3292,1,3,"lncRNA",234,1341,"1","0"
"CDR2",28680,1,5,"protein_coding",165,5333.5,"1","0"
"POLR3E",37691,2,26,"protein_coding",83,1407,"1","0"
"EEF2K",82461,1,18,"protein_coding",134,1838,"1","0"
"SDR42E2",29244,7,20,"protein_coding",83,2444,"1","0"
"VWA3A",65323,5,45,"protein_coding",110,1480,"4","0"
"LOC105371129",6503,2,6,"lncRNA",226,1959,"1","0"
"MOSMO",76544,1,3,"protein_coding",297,36038,"1","0"
"PDZD9",43584,3,8,"protein_coding",180,4227,"1","0"
"UQCRC2",30311,1,14,"protein_coding",96,2387,"1","0"
"LOC112268174",23535,1,2,"lncRNA",264.5,23007,"1","0"
"NPIPB4",22540,1,12,"protein_coding",137,112,"4","0"
"RRN3P1",22544,1,12,"transcribed_pseudogene",102.5,1137,"1","0"
"LOC105371126",31767,2,5,"lncRNA",160,4551,"1","0"
"OTOA",96755,4,32,"protein_coding",136,3395,"4","0"
"METTL9",60274,3,8,"protein_coding",200.5,9814.5,"1","0"
"IGSF6",13058,1,6,"protein_coding",94,1480,"1","0"
"LOC101927814",9696,1,3,"lncRNA",477,4182,"1","0"
"SMG1P1",55585,1,29,"transcribed_pseudogene",155,950,"1","0"
"NPIPB5",32703,3,12,"protein_coding",129,756.5,"4","0"
"LOC124907830",1541,2,4,"lncRNA",382.5,775.5,"1","0"
"OTOAP1",31166,1,9,"transcribed_pseudogene",156,3964.5,"1","0"
"LOC112268175",30605,2,5,"lncRNA",123,4550,"1","0"
"LOC107984851",7363,3,7,"lncRNA",252.5,585,"1","0"
"HS3ST2",102279,2,3,"protein_coding",1164.5,99951,"1","0"
"LOC112268176",4095,1,2,"lncRNA",866,2364,"1","0"
"USP31",88040,5,23,"protein_coding",137,2266,"1","0"
"SCNN1G",34135,1,13,"protein_coding",104,1906,"1","0"
"COG7",64724,2,18,"protein_coding",141,3347.5,"1","0"
"GGA2",60525,3,20,"protein_coding",123,1434.5,"1","0"
"EARS2",36628,5,14,"protein_coding",156,3439.5,"1","0"
"UBFD1",16662,5,14,"protein_coding",106,1858.5,"1","0"
"NDUFAB1",15322,2,7,"protein_coding",123,2373,"1","0"
"DCTN5",36000,4,12,"protein_coding",115.5,2544,"1","0"
"PLK1",11480,1,10,"protein_coding",162.5,743,"1","0"
"ERN2",22913,6,28,"protein_coding",122,342.5,"1","0"
"CHP2",3910,1,7,"protein_coding",91,200,"1","0"
"PRKCB",385769,2,19,"protein_coding",129,8489,"1","0"
"LINC02194",16760,1,4,"lncRNA",109.5,4029,"1","0"
"CACNG3",106429,1,4,"protein_coding",386,8015,"1","0"
"LOC105371143",29671,1,4,"lncRNA",210,7046,"1","0"
"RBBP6",33297,2,19,"protein_coding",102,1132,"1","0"
"TNRC6A",216044,4,30,"protein_coding",140,1474,"1","0"
"LINC01567",9639,1,3,"lncRNA",188,3367,"1","0"
"SLC5A11",70165,6,29,"protein_coding",136,1706.5,"1","0"
"LINC02175",2068,1,3,"lncRNA",975.5,118,"1","0"
"LCMT1-AS1",10997,1,3,"lncRNA",160,5212.5,"1","0"
"LCMT1-AS2",8461,1,3,"lncRNA",327,2927.5,"1","0"
"ZKSCAN2",21844,2,9,"protein_coding",492,2299,"1","0"
"LOC105371147",9012,1,3,"lncRNA",199,3819.5,"1","0"
"LOC105369297",22100,2,7,"lncRNA",141,3169,"1","0"
"HS3ST4",445580,1,2,"protein_coding",1632,442317,"1","0"
"LOC105371149",1754,1,3,"lncRNA",90,685.5,"1","0"
"LOC105371150",2409,1,3,"lncRNA",106,1041.5,"1","0"
"LOC102723536",45965,3,8,"lncRNA",204,3929,"1","0"
"LINC02195",10630,1,4,"lncRNA",146,5102,"1","0"
"LOC105371153",4369,1,6,"lncRNA",122,1019,"1","0"
"LOC105371154",753,1,3,"lncRNA",219,145,"1","0"
"LOC105371155",2821,1,3,"lncRNA",612,315,"1","0"
"LINC02129",17979,1,4,"lncRNA",116,4582,"1","0"
"KDM8",18242,7,15,"protein_coding",150,1282,"1","0"
"NSMCE1",43794,2,10,"protein_coding",121.5,1040,"1","0"
"NSMCE1-DT",22269,1,5,"lncRNA",100,3542.5,"1","0"
"IL4R",51314,9,21,"protein_coding",133,2808,"1","0"
"IL21R",49873,4,13,"protein_coding",141,2445,"1","0"
"IL21R-AS1",5729,1,3,"lncRNA",297,1556.5,"1","0"
"LOC107984874",11864,1,3,"lncRNA",354,4450.5,"1","0"
"LOC100128079",10824,1,3,"lncRNA",317,4898.5,"1","0"
"LOC105371157",1574,1,3,"lncRNA",104,630,"1","0"
"GSG1L",277653,3,10,"protein_coding",132.5,18640.5,"1","0"
"XPO6",114024,1,25,"protein_coding",146,3289,"1","0"
"SBK1",65162,2,5,"protein_coding",504.5,1377,"1","0"
"NPIPB6",22118,9,26,"protein_coding",158,1212,"1","0"
"EIF3CL",47123,4,28,"protein_coding",128,191.5,"1","0"
"LOC124907832",32140,1,4,"lncRNA",89.5,7331,"1","0"
"NPIPB7",41602,1,11,"protein_coding",189.5,1359,"1","0"
"CLN3",252,1,1,"other",95.5,805,"1","0"
"SULT1A1",18129,5,26,"protein_coding",127,113,"1","0"
"LOC124903674",4270,1,3,"lncRNA",2043.5,184,"1","0"
"SULT1A2",5110,1,14,"protein_coding",126.5,122,"1","0"
"SGF29",53347,3,14,"protein_coding",110,659,"1","0"
"NUPR1",6295,1,4,"protein_coding",204,461,"1","0"
"IL27",27325,2,6,"protein_coding",159,1805.5,"1","0"
"APOBR",4294,1,4,"protein_coding",399,86,"1","0"
"NPIPB8",10632,1,7,"protein_coding",129,1359,"1","0"
"EIF3C",47032,5,30,"protein_coding",129.5,194,"1","0"
"LOC124907833",24871,1,3,"lncRNA",107,12225,"1","0"
"ATXN2L",14237,12,47,"protein_coding",127.5,221,"1","0"
"TUFM",17230,2,13,"protein_coding",142.5,146,"1","0"
"SH2B1",27532,2,17,"protein_coding",176,380.5,"1","0"
"ATP2A1",25972,2,24,"protein_coding",126,346.5,"1","0"
"ATP2A1-AS1",964,1,4,"lncRNA",264,437,"1","0"
"RABEP2",21432,1,13,"protein_coding",136,419.5,"1","0"
"CD19",7371,3,20,"protein_coding",106,162,"1","0"
"NFATC2IP",16154,1,8,"protein_coding",131.5,2360,"1","0"
"SPNS1",9987,3,19,"protein_coding",149,299,"1","0"
"LAT",5981,2,16,"protein_coding",74,167,"1","0"
"RRN3P2",41983,1,17,"transcribed_pseudogene",99,1794.5,"1","0"
"LOC101928215",5239,2,5,"lncRNA",630,2215,"1","0"
"LOC124903671",5263,1,3,"protein_coding",102,668,"1","0"
"LOC124907843",7681,1,3,"lncRNA",1192,2491.5,"1","0"
"LOC101928188",6256,1,4,"lncRNA",141,763,"1","0"
"LOC102723708",2969,1,4,"lncRNA",251,1119,"1","0"
"LOC105371159",12719,1,6,"lncRNA",1071,961,"1","0"
"LOC124907839",1578,1,2,"protein_coding",533.5,512,"1","0"
"SNX29P2",62762,1,9,"transcribed_pseudogene",168,4271.5,"1","0"
"NPIPB11",25153,1,8,"protein_coding",143.5,1360,"1","0"
"SMG1P6",21615,1,19,"transcribed_pseudogene",148,662,"5","0"
"BOLA2-SMG1P6",12058,2,6,"protein_coding",207.5,1505.5,"1","0"
"BOLA2",1376,3,3,"protein_coding",145,283,"1","0"
"SLX1B",3687,2,8,"protein_coding",127,168,"1","0"
"SLX1B-SULT1A4",9888,1,8,"lncRNA",128,145,"1","0"
"SULT1A4",5053,1,2,"protein_coding",126.5,122,"1","0"
"LOC388242",2611,1,5,"transcribed_pseudogene",240,114.5,"4","0"
"LOC124907844",36272,2,5,"lncRNA",275.5,5163,"1","0"
"NPIPB12",23124,1,11,"protein_coding",158,806,"5","0"
"SMG1P2",68710,2,15,"transcribed_pseudogene",146.5,1724,"1","0"
"LOC105371168",5866,1,2,"lncRNA",650,4567,"1","0"
"SPN",7911,2,3,"protein_coding",3649,496,"1","0"
"QPRT",32946,3,11,"protein_coding",200,8903.5,"1","0"
"C16orf54",4155,3,6,"protein_coding",1281.5,959,"1","0"
"ZG16",4714,1,4,"protein_coding",97.5,466,"1","0"
"LOC105371167",610,1,2,"lncRNA",118,375,"1","0"
"KIF22",14643,4,20,"protein_coding",155,227,"4","0"
"MAZ",5040,5,11,"protein_coding",172,513.5,"1","0"
"LOC112268170",4308,2,4,"protein_coding",574.5,694,"2","0"
"PRRT2",3685,1,10,"protein_coding",1524,638,"1","0"
"PAGR1",6335,1,3,"protein_coding",856,1230.5,"1","0"
"MVP",28121,3,20,"protein_coding",192.5,984,"4","0"
"CDIPT",4869,1,7,"protein_coding",154,750,"1","0"
"CDIPTOSP",4373,2,7,"lncRNA",88,317.5,"1","0"
"SEZ6L2",28383,1,19,"protein_coding",192,770.5,"1","0"
"ASPHD1",20296,3,8,"protein_coding",269,1876.5,"1","0"
"KCTD13",19888,4,13,"protein_coding",322,2431,"4","0"
"KCTD13-DT",4856,2,6,"lncRNA",1102,234.5,"1","0"
"TMEM219",10971,4,13,"protein_coding",180.5,809,"1","0"
"HIRIP3",3777,2,9,"protein_coding",121,88,"1","0"
"INO80E",9550,10,29,"protein_coding",101,190,"1","0"
"DOC2A",17726,7,24,"protein_coding",97,107,"4","0"
"C16orf92",4538,4,11,"protein_coding",159,242,"4","0"
"TLCD3B",28616,7,18,"protein_coding",165.5,787,"1","0"
"LOC112694756",17258,1,15,"protein_coding",161,208.5,"1","0"
"ALDOA",6140,3,5,"protein_coding",171.5,156,"1","0"
"PPP4C",9378,1,11,"protein_coding",127,380,"1","0"
"TBX6",6147,4,13,"protein_coding",166,93,"1","0"
"YPEL3",3899,1,6,"protein_coding",117,433.5,"1","0"
"YPEL3-DT",9028,1,2,"lncRNA",1495,6039,"1","0"
"GDPD3",8732,1,10,"protein_coding",104.5,228,"1","0"
"MAPK3",9115,2,11,"protein_coding",167,323,"1","0"
"CORO1A",5474,1,12,"protein_coding",127,158,"1","0"
"BOLA2B",734,1,4,"protein_coding",134,199,"1","0"
"SLX1A",3725,2,8,"protein_coding",128,168,"1","0"
"SLX1A-SULT1A3",9899,1,8,"lncRNA",128,145,"1","0"
"SULT1A3",5054,1,2,"protein_coding",126.5,122,"1","0"
"LOC613038",2611,1,5,"transcribed_pseudogene",240,114.5,"4","0"
"LOC128966583",36327,3,8,"lncRNA",244,5163,"1","0"
"LOC124907834",22359,1,7,"transcribed_pseudogene",120,2482,"1","0"
"LOC124907845",1876,1,2,"lncRNA",553,771,"1","0"
"LOC124907836",21150,2,20,"protein_coding",148,619,"1","0"
"LOC124907841",7532,2,5,"protein_coding",182.5,180,"1","0"
"LOC124907837",10186,11,22,"protein_coding",127,145,"4","0"
"LOC101929894",36316,2,5,"lncRNA",265,7364,"1","0"
"NPIPB13",25273,1,17,"protein_coding",143.5,163,"1","0"
"SMG1P5",50377,1,13,"transcribed_pseudogene",156,1508.5,"1","0"
"CD2BP2",4535,2,8,"protein_coding",158,100,"1","0"
"MYL11",7057,3,11,"protein_coding",79,232,"1","0"
"SEPTIN1",4681,2,13,"protein_coding",102,209,"1","0"
"ZNF48",21797,3,6,"protein_coding",454,9413,"1","0"
