"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type"
"LINC02185",6742,1,3,"lncRNA"
"LINC02186",2197,1,3,"lncRNA"
"TVP23CP2",1753,NA,NA,"pseudogene"
"LOC124903783",43,NA,NA,"pseudogene"
"TRT-CGT2-1",71,1,1,"tRNA"
"MIR193BHG",29718,2,4,"lncRNA"
"MIR193B",82,3,3,"miRNA"
"MIR365A",86,3,3,"miRNA"
"LINC02130",7155,1,2,"lncRNA"
"PARN",194533,10,38,"protein_coding"
"LOC105371094",5546,1,2,"lncRNA"
"LOC107984865",22167,1,2,"lncRNA"
"RN7SL274P",271,NA,NA,"pseudogene"
"BFAR",36280,1,8,"protein_coding"
"RNU7-125P",61,NA,NA,"pseudogene"
"LOC100652777",29290,4,8,"protein_coding"
"NPIPA2",22935,12,25,"protein_coding"
"PLA2G10EP",3673,NA,NA,"pseudogene"
"ABCC6P2",2275,1,2,"transcribed_pseudogene"
"NOMO1",62444,1,31,"protein_coding"
"LOC101927469",20102,1,4,"lncRNA"
"MIR3179-1",83,2,2,"miRNA"
"MIR3670-1",64,2,2,"miRNA"
"MIR3180-1",93,3,3,"miRNA"
"PKD1P3-NPIPA1",42949,1,39,"transcribed_pseudogene"
"PKD1P3",9825,NA,NA,"pseudogene"
"LOC100288162",1533,1,3,"lncRNA"
"MIR6511A1",66,3,3,"miRNA"
"MIR6770-1",59,3,3,"miRNA"
"NPIPA1",14596,1,2,"protein_coding"
"PDXDC1",168468,10,34,"protein_coding"
"LOC728138",2317,NA,NA,"pseudogene"
"MIR1972-1",76,2,2,"miRNA"
"NTAN1",18217,2,11,"protein_coding"
"RRN3",34312,2,20,"protein_coding"
"LOC100505915",14786,1,4,"lncRNA"
"PKD1P6-NPIPP1",36453,2,33,"transcribed_pseudogene"
"PKD1P6",33621,NA,NA,"pseudogene"
"MIR6511B2",70,3,3,"miRNA"
"MIR3180-4",152,2,2,"miRNA"
"LOC105371096",9286,1,4,"lncRNA"
"LOC105371097",18079,1,3,"lncRNA"
"PLA2G10GP",3698,NA,NA,"pseudogene"
"NPIPA5",18024,11,25,"protein_coding"
"MPV17L-BMERB1",192514,1,6,"protein_coding"
"MPV17L",17521,1,3,"protein_coding"
"BMERB1",153689,2,2,"protein_coding"
"LOC105371102",16305,2,4,"lncRNA"
"MARF1",48813,9,40,"protein_coding"
"MIR6506",65,3,3,"miRNA"
"LOC124903649",1788,1,2,"lncRNA"
"MIR484",78,2,2,"miRNA"
"NDE1",83003,15,24,"protein_coding"
"MYH11",153895,2,44,"protein_coding"
"LOC124903650",792,1,2,"lncRNA"
"LOC124903651",1416,1,2,"lncRNA"
"CEP20",22883,1,7,"protein_coding"
"RNU6-213P",103,NA,NA,"pseudogene"
"LOC107984869",46610,1,3,"lncRNA"
"RPL15P20",696,NA,NA,"pseudogene"
"ABCC1",193840,10,40,"protein_coding"
"RPL17P40",480,NA,NA,"pseudogene"
"ABCC6",74581,3,34,"protein_coding"
"LOC105371100",5472,1,3,"lncRNA"
"NOMO3",62287,1,33,"protein_coding"
"LOC105371099",19803,1,4,"lncRNA"
"MIR3179-2",83,2,2,"miRNA"
"MIR3670-2",64,2,2,"miRNA"
"MIR3180-2",87,3,3,"miRNA"
"PKD1P1",43335,1,38,"transcribed_pseudogene"
"MIR6511A2",66,3,3,"miRNA"
"MIR6770-2",59,3,3,"miRNA"
"PKD1P2",24901,NA,NA,"pseudogene"
"MIR6511A3",66,3,3,"miRNA"
"NPIPA7",14826,1,8,"protein_coding"
"PLA2G10FP",3682,NA,NA,"pseudogene"
"LOC105371105",18067,1,3,"lncRNA"
"LOC100133127",612,NA,NA,"pseudogene"
"LOC124903653",4303,1,2,"lncRNA"
"SPRING1P3",965,NA,NA,"pseudogene"
"TCERG1P2",574,NA,NA,"pseudogene"
"XYLT1",369424,3,14,"protein_coding"
"LOC102723692",4254,1,4,"lncRNA"
"LOC124903654",24800,1,2,"lncRNA"
"LOC107987234",15149,1,2,"lncRNA"
"LOC105371106",12660,1,3,"lncRNA"
"LOC107984893",111686,2,6,"lncRNA"
"RPL7P47",678,NA,NA,"pseudogene"
"LOC105371108",8773,1,4,"lncRNA"
"LOC100133137",614,NA,NA,"pseudogene"
"LOC105376751",17990,1,3,"lncRNA"
"PLA2G10IP",3693,NA,NA,"pseudogene"
"PKD1P4-NPIPA8",41565,1,35,"transcribed_pseudogene"
"NPIPA8",18817,1,3,"protein_coding"
"MIR6511A4",66,3,3,"miRNA"
"NPIPA9",18744,2,11,"protein_coding"
"PKD1P5-LOC105376752",43260,1,34,"transcribed_pseudogene"
"MIR6770-3",59,3,3,"miRNA"
"LOC112268172",16136,1,4,"lncRNA"
"MIR3180-3",93,3,3,"miRNA"
"MIR3670-3",64,2,2,"miRNA"
"MIR3179-3",83,2,2,"miRNA"
"NOMO2",62245,4,37,"protein_coding"
"ABCC6P1",27046,1,10,"transcribed_pseudogene"
"RPS15A",9037,1,6,"protein_coding"
"ARL6IP1",9883,2,8,"protein_coding"
"SMG1",115720,5,70,"protein_coding"
"LOC124903799",103,1,1,"snoRNA"
"TMC7",79985,4,21,"protein_coding"
"COQ7-DT",4960,2,6,"lncRNA"
"COQ7",12513,5,12,"protein_coding"
"LOC124907826",17574,1,3,"lncRNA"
"ITPRIPL2",7666,1,3,"protein_coding"
"SYT17",100256,6,14,"protein_coding"
"LOC105371114",152321,8,14,"lncRNA"
"CLEC19A",25208,1,5,"protein_coding"
"LOC124903781",100,NA,NA,"pseudogene"
"LINC02858",3788,1,3,"lncRNA"
"TMC5",88209,4,25,"protein_coding"
"LOC124903659",28311,4,8,"lncRNA"
"RNU4-46P",142,NA,NA,"pseudogene"
"GDE1",20399,1,8,"protein_coding"
"CCP110",29465,1,19,"protein_coding"
"VPS35L",145390,1,33,"protein_coding"
"KNOP1",16291,1,10,"protein_coding"
"IQCK",140185,1,12,"protein_coding"
"LOC105371115",9473,2,6,"lncRNA"
"LARP7P2",124,NA,NA,"pseudogene"
"GPRC5B",28921,2,6,"protein_coding"
"LOC105371116",5627,1,3,"lncRNA"
"LOC105371117",8728,1,4,"lncRNA"
"GPR139",45791,2,5,"protein_coding"
"SALL4P3",3044,NA,NA,"pseudogene"
"LOC102723396",11854,1,3,"lncRNA"
"SNRPEP3",487,NA,NA,"pseudogene"
"GP2",17940,1,12,"protein_coding"
"UMOD",23311,5,22,"protein_coding"
"PDILT",45557,4,16,"protein_coding"
"ACSM5",31812,2,17,"protein_coding"
"LOC105371119",5747,1,4,"lncRNA"
"ACSM2A",36112,5,22,"protein_coding"
"ACSM2B",40256,4,20,"protein_coding"
"LOC105371120",6026,2,5,"lncRNA"
"LOC112267906",9958,NA,NA,"pseudogene"
"ACSM5P1",3257,NA,NA,"pseudogene"
"LOC107984831",8439,1,3,"lncRNA"
"ACSM1",74416,8,25,"protein_coding"
"ACSM3",123201,11,32,"protein_coding"
"LOC100887080",21573,NA,NA,"pseudogene"
"LOC124903661",1949,NA,NA,"pseudogene"
"THUMPD1",8154,1,6,"protein_coding"
"ERI2",26279,2,12,"protein_coding"
"RNU6-944P",106,NA,NA,"pseudogene"
"REXO5",43224,5,26,"protein_coding"
"LOC105371121",9233,1,2,"lncRNA"
"DCUN1D3",45432,1,3,"protein_coding"
"LYRM1",25124,6,21,"protein_coding"
"DNAH3",226357,14,82,"protein_coding"
"LDAF1",21957,3,13,"protein_coding"
"ZP2",17051,2,24,"protein_coding"
"LOC105371123",6578,1,2,"lncRNA"
"ANKS4B",20147,1,2,"protein_coding"
"CRYM",44541,2,11,"protein_coding"
"LOC105371125",3489,1,3,"lncRNA"
"CRYM-AS1",17730,1,3,"lncRNA"
"SNX29P1",36556,1,6,"transcribed_pseudogene"
"NPIPB3",23019,1,8,"protein_coding"
"LOC100190986",2452,1,1,"lncRNA"
"SMG1P3",55284,1,29,"transcribed_pseudogene"
"LOC124903802",103,1,1,"snoRNA"
"MIR3680-1",86,3,3,"miRNA"
"SLC7A5P2",2551,1,1,"transcribed_pseudogene"
"LOC646828",17488,NA,NA,"pseudogene"
"LOC105371132",30614,3,6,"lncRNA"
"LOC124900576",34042,1,10,"protein_coding"
"LOC105371131",25450,2,4,"lncRNA"
"LOC128966608",22730,1,7,"transcribed_pseudogene"
"LOC128966632",44512,2,23,"protein_coding"
"LOC124905420",103,1,1,"snoRNA"
"LOC128966680",32178,3,12,"protein_coding"
"RRN3P3",18789,1,7,"transcribed_pseudogene"
"MFSD13B",21829,1,4,"transcribed_pseudogene"
"CDR2-DT",3292,1,3,"lncRNA"
"CDR2",28680,1,5,"protein_coding"
"POLR3E",37691,2,26,"protein_coding"
"TRL-AAG2-4",81,1,1,"tRNA"
"EEF2K",82461,1,18,"protein_coding"
"TRL-TAG3-1",81,1,1,"tRNA"
"SDR42E2",29244,7,20,"protein_coding"
"VWA3A",65323,5,45,"protein_coding"
"LOC105371129",6503,2,6,"lncRNA"
"MOSMO",76544,1,3,"protein_coding"
"PDZD9",43584,3,8,"protein_coding"
"LOC100420536",627,NA,NA,"pseudogene"
"UQCRC2",30311,1,14,"protein_coding"
"LOC100420644",381,NA,NA,"pseudogene"
"ABCA3P1",1601,NA,NA,"pseudogene"
"SMG1P4",36687,NA,NA,"pseudogene"
"LOC124903801",103,1,1,"snoRNA"
"LOC112268174",23535,1,2,"lncRNA"
"NPIPB4",22540,1,12,"protein_coding"
"RRN3P1",22544,1,12,"transcribed_pseudogene"
"LOC105371126",31767,2,5,"lncRNA"
"OTOA",96755,4,32,"protein_coding"
"METTL9",60274,3,8,"protein_coding"
"IGSF6",13058,1,6,"protein_coding"
"RNU6-196P",106,NA,NA,"pseudogene"
"RNU6-1005P",106,NA,NA,"pseudogene"
"LOC101927814",9696,1,3,"lncRNA"
"LOC128966648",10358,NA,NA,"pseudogene"
"LOC128966681",13848,1,3,"protein_coding"
"SMG1P1",55585,1,29,"transcribed_pseudogene"
"LOC124905419",103,1,1,"snoRNA"
"NPIPB5",32703,3,12,"protein_coding"
"LOC124907830",1541,2,4,"lncRNA"
"OTOAP1",31166,1,9,"transcribed_pseudogene"
"LOC112268175",30605,2,5,"lncRNA"
"LOC107984851",7363,3,7,"lncRNA"
"HS3ST2",102279,2,3,"protein_coding"
"LOC112268176",4095,1,2,"lncRNA"
"USP31",88040,5,23,"protein_coding"
"SCNN1G",34135,1,13,"protein_coding"
"SCNN1B",103219,3,17,"protein_coding"
"COG7",64724,2,18,"protein_coding"
"RN7SKP23",4300,NA,NA,"pseudogene"
"GGA2",60525,3,20,"protein_coding"
"CCNYL7",826,NA,NA,"pseudogene"
"EARS2",36628,5,14,"protein_coding"
"SUB1P4",1170,NA,NA,"pseudogene"
"UBFD1",16662,5,14,"protein_coding"
"NDUFAB1",15322,2,7,"protein_coding"
"PALB2",38144,1,16,"protein_coding"
"DCTN5",36000,4,12,"protein_coding"
"PLK1",11480,1,10,"protein_coding"
"ERN2",22913,6,28,"protein_coding"
"CHP2",3910,1,7,"protein_coding"
"PRKCB",385769,2,19,"protein_coding"
"MIR1273H",115,3,3,"miRNA"
"LINC02194",16760,1,4,"lncRNA"
"CACNG3",106429,1,4,"protein_coding"
"LOC124900377",132,1,1,"snoRNA"
"RNU7-24P",54,NA,NA,"pseudogene"
"LOC105371143",29671,1,4,"lncRNA"
"RBBP6",33297,2,19,"protein_coding"
"LOC107984829",583,NA,NA,"pseudogene"
"TNRC6A",216044,4,30,"protein_coding"
"LINC01567",9639,1,3,"lncRNA"
"SLC5A11",70165,6,29,"protein_coding"
"ARHGAP17",95980,8,29,"protein_coding"
"LOC100421171",6399,NA,NA,"pseudogene"
"LOC554206",1036,1,1,"transcribed_pseudogene"
"LINC02175",2068,1,3,"lncRNA"
"SCML2P2",729,NA,NA,"pseudogene"
"LOC100421169",503,NA,NA,"pseudogene"
"LOC100421173",1770,NA,NA,"pseudogene"
"LCMT1-AS1",10997,1,3,"lncRNA"
"LCMT1",66519,2,13,"protein_coding"
"LCMT1-AS2",8461,1,3,"lncRNA"
"RN7SL557P",285,NA,NA,"pseudogene"
"AQP8",11986,1,7,"protein_coding"
"ZKSCAN2",21844,2,9,"protein_coding"
"ZKSCAN2-DT",3491,1,1,"lncRNA"
"LINC02191",13864,1,5,"lncRNA"
"CYCSP39",575,NA,NA,"pseudogene"
"LOC105371147",9012,1,3,"lncRNA"
"LOC105369297",22100,2,7,"lncRNA"
"HS3ST4",445580,1,2,"protein_coding"
"LOC100420641",932,NA,NA,"pseudogene"
"MIR548W",73,2,2,"miRNA"
"RNA5SP405",113,NA,NA,"pseudogene"
"HMGN2P3",1214,NA,NA,"pseudogene"
"HSPE1P16",435,NA,NA,"pseudogene"
"LOC105371149",1754,1,3,"lncRNA"
"LOC105371150",2409,1,3,"lncRNA"
"LOC102723536",45965,3,8,"lncRNA"
"LINC02195",10630,1,4,"lncRNA"
"LOC105371153",4369,1,6,"lncRNA"
"LOC105371154",753,1,3,"lncRNA"
"C16orf82",2239,1,1,"protein_coding"
"EEF1A1P38",1937,NA,NA,"pseudogene"
"LOC105371155",2821,1,3,"lncRNA"
"LINC02129",17979,1,4,"lncRNA"
"KDM8",18242,7,15,"protein_coding"
"NSMCE1",43794,2,10,"protein_coding"
"NSMCE1-DT",22269,1,5,"lncRNA"
"IL4R",51314,9,21,"protein_coding"
"IL21R",49873,4,13,"protein_coding"
"IL21R-AS1",5729,1,3,"lncRNA"
"GTF3C1",89302,1,38,"protein_coding"
"KATNIP",230437,6,35,"protein_coding"
"LOC107984874",11864,1,3,"lncRNA"
"LOC100128079",10824,1,3,"lncRNA"
"LOC105371157",1574,1,3,"lncRNA"
"GSG1L",277653,3,10,"protein_coding"
"RNU6-159P",105,NA,NA,"pseudogene"
"RNU6-1241P",106,NA,NA,"pseudogene"
"XPO6",114024,1,25,"protein_coding"
"TPRKBP2",474,NA,NA,"pseudogene"
"LOC124900376",125,NA,NA,"pseudogene"
"RNY1P10",111,NA,NA,"pseudogene"
"GAPDHP35",1245,NA,NA,"pseudogene"
"SBK1",65162,2,5,"protein_coding"
"NPIPB6",22118,9,26,"protein_coding"
"EIF3CL",47123,4,28,"protein_coding"
"MIR6862-1",68,3,3,"miRNA"
"CDC37P2",367,NA,NA,"pseudogene"
"LOC124903791",103,1,1,"snoRNA"
"LOC124907832",32140,1,4,"lncRNA"
"NPIPB7",41602,1,11,"protein_coding"
"CLN3",252,1,1,"other"
"SULT1A1",18129,5,26,"protein_coding"
"LOC124903674",4270,1,3,"lncRNA"
"SULT1A2",5110,1,14,"protein_coding"
"SGF29",53347,3,14,"protein_coding"
"NUPR1",6295,1,4,"protein_coding"
"IL27",27325,2,6,"protein_coding"
"APOBR",4294,1,4,"protein_coding"
"CLN3_1",16712,6,22,"protein_coding"
"NPIPB8",10632,1,7,"protein_coding"
"LOC124903790",103,1,1,"snoRNA"
"EIF3C",47032,5,30,"protein_coding"
"CDC37P1",367,NA,NA,"pseudogene"
"MIR6862-2",68,3,3,"miRNA"
"NPIPB9",37371,8,23,"protein_coding"
"PAWRP2",633,NA,NA,"pseudogene"
"LOC124907833",24871,1,3,"lncRNA"
"LOC124903792",103,1,1,"snoRNA"
"ATXN2L",14237,12,47,"protein_coding"
"TUFM",17230,2,13,"protein_coding"
"MIR4721",88,2,2,"miRNA"
"SH2B1",27532,2,17,"protein_coding"
"ATP2A1",25972,2,24,"protein_coding"
"ATP2A1-AS1",964,1,4,"lncRNA"
"RABEP2",21432,1,13,"protein_coding"
"CD19",7371,3,20,"protein_coding"
"NFATC2IP",16154,1,8,"protein_coding"
"MIR4517",78,2,2,"miRNA"
"SPNS1",9987,3,19,"protein_coding"
"LAT",5981,2,16,"protein_coding"
"NPIPB10P",14484,NA,NA,"pseudogene"
"PLA2G10CP",15386,NA,NA,"pseudogene"
"LOC124903793",103,1,1,"snoRNA"
"RRN3P2",41983,1,17,"transcribed_pseudogene"
"LOC101928215",5239,2,5,"lncRNA"
"LOC124903671",5263,1,3,"protein_coding"
"LOC100129184",691,NA,NA,"pseudogene"
"LOC124907843",7681,1,3,"lncRNA"
"LOC101928188",6256,1,4,"lncRNA"
"LOC102723708",2969,1,4,"lncRNA"
"LOC105371159",12719,1,6,"lncRNA"
"LOC124907839",1578,1,2,"protein_coding"
"SNX29P2",62762,1,9,"transcribed_pseudogene"
"NPIPB11",25153,1,8,"protein_coding"
"SMG1P6",21615,1,19,"transcribed_pseudogene"
"LOC124903796",103,1,1,"snoRNA"
"BOLA2-SMG1P6",12058,2,6,"protein_coding"
"LOC606724",570,1,1,"transcribed_pseudogene"
"BOLA2",1376,3,3,"protein_coding"
"SLX1B",3687,2,8,"protein_coding"
"SLX1B-SULT1A4",9888,1,8,"lncRNA"
"SULT1A4",5053,1,2,"protein_coding"
"LOC388242",2611,1,5,"transcribed_pseudogene"
"LOC124907844",36272,2,5,"lncRNA"
"PLA2G10HP",3712,NA,NA,"pseudogene"
"NPIPB12",23124,1,11,"protein_coding"
"LOC124903797",103,1,1,"snoRNA"
"SMG1P2",68710,2,15,"transcribed_pseudogene"
"LOC105371168",5866,1,2,"lncRNA"
"MIR3680-2",86,3,3,"miRNA"
"SLC7A5P1",622,NA,NA,"pseudogene"
"CA5AP1",17662,NA,NA,"pseudogene"
"SPN",7911,2,3,"protein_coding"
"QPRT",32946,3,11,"protein_coding"
"RN7SKP127",353,NA,NA,"pseudogene"
"C16orf54",4155,3,6,"protein_coding"
"ZG16",4714,1,4,"protein_coding"
"LOC105371167",610,1,2,"lncRNA"
"KIF22",14643,4,20,"protein_coding"
"MAZ",5040,5,11,"protein_coding"
"LOC112268170",4308,2,4,"protein_coding"
"PRRT2",3685,1,10,"protein_coding"
"PAGR1",6335,1,3,"protein_coding"
"MVP",28121,3,20,"protein_coding"
"CDIPT",4869,1,7,"protein_coding"
"CDIPTOSP",4373,2,7,"lncRNA"
"SEZ6L2",28383,1,19,"protein_coding"
"ASPHD1",20296,3,8,"protein_coding"
"KCTD13",19888,4,13,"protein_coding"
"KCTD13-DT",4856,2,6,"lncRNA"
"TMEM219",10971,4,13,"protein_coding"
"LOC124903762",1013,1,2,"protein_coding"
"TAOK2",18396,7,29,"protein_coding"
"HIRIP3",3777,2,9,"protein_coding"
"INO80E",9550,10,29,"protein_coding"
"DOC2A",17726,7,24,"protein_coding"
"C16orf92",4538,4,11,"protein_coding"
"TLCD3B",28616,7,18,"protein_coding"
"LOC112694756",17258,1,15,"protein_coding"
"ALDOA",6140,3,5,"protein_coding"
"PPP4C",9378,1,11,"protein_coding"
"TBX6",6147,4,13,"protein_coding"
"YPEL3",3899,1,6,"protein_coding"
"YPEL3-DT",9028,1,2,"lncRNA"
"GDPD3",8732,1,10,"protein_coding"
"MAPK3",9115,2,11,"protein_coding"
"CORO1A",5474,1,12,"protein_coding"
"BOLA2B",734,1,4,"protein_coding"
"SLX1A",3725,2,8,"protein_coding"
"SLX1A-SULT1A3",9899,1,8,"lncRNA"
"SULT1A3",5054,1,2,"protein_coding"
"LOC613038",2611,1,5,"transcribed_pseudogene"
"LOC128966583",36327,3,8,"lncRNA"
"LOC124907834",22359,1,7,"transcribed_pseudogene"
"LOC124907845",1876,1,2,"lncRNA"
"LOC124907836",21150,2,20,"protein_coding"
"LOC124907849",103,1,1,"snoRNA"
"LOC124907841",7532,2,5,"protein_coding"
"LOC124907837",10186,11,22,"protein_coding"
"LOC124907838",2633,NA,NA,"pseudogene"
"LOC101929894",36316,2,5,"lncRNA"
"PLA2G10JP",3689,NA,NA,"pseudogene"
"NPIPB13",25273,1,17,"protein_coding"
"LOC124903798",103,1,1,"snoRNA"
"SMG1P5",50377,1,13,"transcribed_pseudogene"
"LOC100421031",7024,NA,NA,"pseudogene"
"CD2BP2",4535,2,8,"protein_coding"
"CD2BP2-DT",4893,2,4,"lncRNA"
"TBC1D10B",13393,1,9,"protein_coding"
"MYL11",7057,3,11,"protein_coding"
"SEPTIN1",4681,2,13,"protein_coding"
"ZNF48",21797,3,6,"protein_coding"
"ZNF771",11812,2,5,"protein_coding"
"SNORA80C",134,1,1,"snoRNA"
"DCTPP1",6415,2,5,"protein_coding"
"SEPHS2",2243,1,1,"protein_coding"
"ITGAL",50448,4,35,"protein_coding"
"RNU7-61P",56,NA,NA,"pseudogene"
"MIR4518",82,2,2,"miRNA"
"ZNF768",8473,3,4,"protein_coding"
"ZNF747",4490,1,5,"protein_coding"
"ZNF747-DT",2091,1,2,"lncRNA"
"LOC100127965",1255,NA,NA,"pseudogene"
"ZNF764",4610,1,4,"protein_coding"
"ZNF688",10621,5,9,"protein_coding"
"ZNF785",7418,3,6,"protein_coding"
"ZNF689",8217,4,7,"protein_coding"
"PRR14",5635,2,13,"protein_coding"
"FBRS",12379,1,18,"protein_coding"
"RNU6-416P",102,NA,NA,"pseudogene"
"LOC730183",1353,2,3,"lncRNA"
"SRCAP",42266,1,34,"protein_coding"
"RNU6-1043P",98,NA,NA,"pseudogene"
"SNORA30",128,1,1,"snoRNA"
"TMEM265",4553,1,3,"protein_coding"
"PHKG2",13173,1,12,"protein_coding"
"CFAP119",4639,4,16,"protein_coding"
"RNF40",14717,3,26,"protein_coding"
"ZNF629",8765,1,4,"protein_coding"
"LOC124903679",19544,1,2,"lncRNA"
"LOC647086",641,NA,NA,"pseudogene"
"BCL7C",60413,6,13,"protein_coding"
"MIR4519",55,2,2,"miRNA"
"MIR762HG",19751,1,5,"lncRNA"
"MIR762",82,2,2,"miRNA"
"CTF1",7737,4,8,"protein_coding"
"CTF2P",6064,NA,NA,"pseudogene"
"FBXL19-AS1",3950,1,1,"lncRNA"
"FBXL19",25933,4,17,"protein_coding"
"ORAI3",5868,1,2,"protein_coding"
"SETD1A",28031,8,26,"protein_coding"
"HSD3B7",3940,1,11,"protein_coding"
"STX1B",21385,2,11,"protein_coding"
"STX4",9870,6,25,"protein_coding"
"ZNF668",13401,3,6,"protein_coding"
"ZNF646",11241,5,9,"protein_coding"
"PRSS53",5506,1,13,"protein_coding"
"VKORC1",3952,1,4,"protein_coding"
"LOC124903680",1121,1,1,"protein_coding"
"BCKDK",9270,3,14,"protein_coding"
"KAT8",13734,3,15,"protein_coding"
"PRSS8",4294,1,6,"protein_coding"
"PRSS36",11138,1,18,"protein_coding"
"NDUFA3P6",249,NA,NA,"pseudogene"
"FUS",14751,3,21,"protein_coding"
"PYCARD",1274,1,3,"protein_coding"
"PYCARD-AS1",1567,1,2,"lncRNA"
"TRIM72",17424,1,7,"protein_coding"
"PYDC1",1173,1,2,"protein_coding"
"ITGAM",72918,6,39,"protein_coding"
"ITGAX",27834,6,38,"protein_coding"
"LOC100422479",984,NA,NA,"pseudogene"
"ITGAD",33169,4,41,"protein_coding"
"COX6A2",646,1,3,"protein_coding"
"ZNF843",7721,2,4,"protein_coding"
"ARMC5",8863,6,14,"protein_coding"
"TGFB1I1",5808,4,15,"protein_coding"
"SLC5A2",7652,1,15,"protein_coding"
"RUSF1",18916,2,14,"protein_coding"
"AHSP",903,2,5,"protein_coding"
"LINC02190",6869,1,2,"lncRNA"
"VN1R64P",932,NA,NA,"pseudogene"
"VN1R65P",874,NA,NA,"pseudogene"
"FRG2KP",4493,1,4,"transcribed_pseudogene"
"YBX3P1",1757,1,1,"transcribed_pseudogene"
"KRBOX5P1",1409,NA,NA,"pseudogene"
"VN1R66P",913,NA,NA,"pseudogene"
"RBM22P12",1241,NA,NA,"pseudogene"
"CLUHP3",7117,1,9,"transcribed_pseudogene"
"KRBOX5",48310,2,17,"protein_coding"
"LOC107983990",3101,1,3,"lncRNA"
"VN1R67P",875,NA,NA,"pseudogene"
"PPP2CBP1",1441,NA,NA,"pseudogene"
"VN1R3",1268,1,1,"misc_RNA"
"RBM22P13",1253,NA,NA,"pseudogene"
"ZNF267",43539,1,6,"protein_coding"
"LOC100422713",1098,NA,NA,"pseudogene"
"LOC388248",27060,NA,NA,"pseudogene"
"IGHV1OR16-1",256,NA,NA,"pseudogene"
"LOC105371174",6239,1,3,"lncRNA"
"IGHV3OR16-9",293,NA,NA,"pseudogene"
"LOC101060104",1294,NA,NA,"pseudogene"
"HERC2P4",18070,1,14,"transcribed_pseudogene"
"LOC124903764",1603,NA,NA,"pseudogene"
"ABHD17AP8",3129,NA,NA,"pseudogene"
"LOC105379466",614,1,3,"lncRNA"
"TP53TG3D",2642,1,6,"protein_coding"
"LOC113002582",18895,1,11,"lncRNA"
"LOC390705",434,1,1,"transcribed_pseudogene"
"LOC124907846",18918,3,8,"misc_RNA"
"LOC105371191",32300,1,7,"lncRNA"
"CHEK2P7",6714,NA,NA,"pseudogene"
"ACTR3BP3",1840,NA,NA,"pseudogene"
"SLC9B1P5",48220,NA,NA,"pseudogene"
"PABPC1P13",1941,NA,NA,"pseudogene"
"ABCD1P3",984,NA,NA,"pseudogene"
"FAM153DP",25745,1,15,"transcribed_pseudogene"
"LOC107984013",8270,1,4,"lncRNA"
"TP53TG3",2637,2,6,"protein_coding"
"ABHD17AP9",3155,NA,NA,"pseudogene"
"LOC107987232",1603,NA,NA,"pseudogene"
"HERC2P8",33045,NA,NA,"pseudogene"
"LOC107984809",1371,NA,NA,"pseudogene"
"LOC124907787",12032,1,5,"V_segment"
"IGHV3OR16-10",290,NA,NA,"pseudogene"
"LOC124903682",31042,NA,NA,"pseudogene"
"LOC100419016",801,NA,NA,"pseudogene"
"IGHV3OR16-6",680,NA,NA,"pseudogene"
"IGHV3OR16-15",290,NA,NA,"pseudogene"
"LOC124907847",2986,4,17,"lncRNA"
"SLC6A10P",7670,1,9,"transcribed_pseudogene"
"BCAP31P2",3589,NA,NA,"pseudogene"
"IGHV2OR16-5",541,NA,NA,"pseudogene"
"LOC101060048",1282,NA,NA,"pseudogene"
"HERC2P5",34057,NA,NA,"pseudogene"
"LOC112268180",1601,NA,NA,"pseudogene"
"ABHD17AP7",3128,NA,NA,"pseudogene"
"LOC105371177",886,1,3,"lncRNA"
"TP53TG3B",2637,2,6,"protein_coding"
"LOC105369266",17248,1,6,"lncRNA"
"LOC647208",146,NA,NA,"pseudogene"
"LOC101929031",8803,1,6,"lncRNA"
"LOC102724181",52658,NA,NA,"pseudogene"
"LOC102724031",4667,NA,NA,"pseudogene"
"LOC105379544",1949,1,3,"lncRNA"
"LOC102723869",24275,1,8,"lncRNA"
"LOC102724052",929,1,2,"protein_coding"
"LOC102723815",995,NA,NA,"pseudogene"
"LOC124907788",7301,1,3,"V_segment"
"LOC105379540",6270,1,3,"lncRNA"
"LOC102723999",48273,NA,NA,"pseudogene"
"LOC105379539",8841,3,14,"lncRNA"
"SLC6A10PB",8061,1,14,"transcribed_pseudogene"
"LOC124907783",3903,NA,NA,"pseudogene"
"LOC107987384",11280,1,4,"V_segment"
"LOC107987383",1620,NA,NA,"pseudogene"
"LOC102723753",35983,1,25,"transcribed_pseudogene"
"LOC112268315",6552,1,2,"lncRNA"
"LOC102723964",2938,NA,NA,"pseudogene"
"LOC105379537",886,1,3,"lncRNA"
"LOC102723713",4726,2,7,"protein_coding"
"LOC105379533",2074,1,4,"lncRNA"
"LOC105379535",10264,2,5,"lncRNA"
"LOC107987382",15215,1,8,"transcribed_pseudogene"
"LOC102723945",49239,NA,NA,"pseudogene"
"LOC102723689",1373,NA,NA,"pseudogene"
"LOC124907789",31918,1,7,"protein_coding"
"LOC124907786",19624,2,6,"lncRNA"
"LOC124907790",1093,NA,NA,"pseudogene"
"LOC102724066",6322,NA,NA,"pseudogene"
"LOC105379547",31893,1,7,"lncRNA"
"LOC124907791",8969,1,7,"protein_coding"
"LOC124907792",41345,NA,NA,"pseudogene"
"LOC124907782",160967,4,15,"protein_coding"
"LOC124907785",31533,3,10,"lncRNA"
"LOC107987386",20968,1,5,"lncRNA"
"LOC102723890",8801,1,6,"lncRNA"
