"TranscriptID","CP","GeneID"
"NM_020825.4",1,"CRAMP1"
"NM_144570.3",0.586948,"JPT2"
"XM_054379864.1",1,"MAPK8IP3"
"NM_015133.5",1,"MAPK8IP3"
"NR_184234.1",0.0452443,"MAPK8IP3-AS1"
"XM_054379869.1",1,"MAPK8IP3"
"NR_036138.1",0.179356,"MIR3177"
"XM_054379870.1",1,"MAPK8IP3"
"XM_054380404.1",0.938613,"NME3"
"NM_023936.2",0.997509,"MRPS34"
"NM_001257370.2",0.999999,"EME2"
"NM_080861.4",0.999992,"SPSB3"
"NM_001324081.1",0.999994,"SPSB3"
"XM_054314319.1",0.996342,"SPSB3"
"NR_104318.2",0.859167,"NUBP2"
"XM_054379353.1",0.999021,"NUBP2"
"XM_054379355.1",0.996627,"NUBP2"
"XM_054379354.1",0.999605,"NUBP2"
"NR_027389.1",0.999404,"IGFALS"
"NM_004970.3",1,"IGFALS"
"NM_005326.6",0.99998,"HAGH"
"NM_001286249.2",0.989116,"HAGH"
"XM_054314075.1",0.991333,"FAHD1"
"XM_054314076.1",0.997169,"FAHD1"
"NM_001018104.3",0.999739,"FAHD1"
"NM_031208.4",0.999523,"FAHD1"
"NM_152764.3",1,"MEIOB"
"NR_033914.1",0.0770896,"LINC00254"
"NR_146568.1",0.10604,"LINC02124"
"XM_054313691.1",0.985528,"HS3ST6"
"NM_001009606.4",0.996914,"HS3ST6"
"XM_054313692.1",0.954527,"HS3ST6"
"XM_054313693.1",0.965196,"HS3ST6"
"NM_001382264.1",0.121799,"MSRB1"
"XM_054313574.1",0.999999,"RPL3L"
"NM_005061.3",0.999999,"RPL3L"
"NM_004548.3",0.993678,"NDUFB10"
"NM_002952.4",0.999873,"RPS2"
"NR_002327.1",0.0723665,"SNORA10"
"NR_002326.1",0.105464,"SNORA64"
"NR_003142.2",1.59428e-05,"SNHG9"
"NR_003020.1",0.00962249,"SNORA78"
"XM_054379661.1",0.999601,"RNF151"
"NM_006453.3",1,"TBL3"
"NM_144603.4",0.99996,"NOXO1"
"NM_005262.3",0.194588,"GFER"
"NM_004209.6",0.998312,"SYNGR3"
"NM_001405665.1",1,"ZNF598"
"NM_001099456.3",0.336093,"NPW"
"XM_054314430.1",1,"NHERF2"
"XM_054314432.1",0.999882,"NHERF2"
"XM_054314431.1",0.999993,"NHERF2"
"XM_054314427.1",0.996808,"NHERF2"
"XM_054314433.1",0.996812,"NHERF2"
"NM_001318194.2",0.974758,"NTHL1"
"NR_176226.1",1,"TSC2"
"NM_001318832.2",1,"TSC2"
"XM_054380464.1",1,"PKD1"
"XM_054380466.1",1,"PKD1"
"XM_054380465.1",1,"PKD1"
"XM_054380467.1",1,"PKD1"
"XM_054380469.1",1,"PKD1"
"XM_054380470.1",1,"PKD1"
"NR_030646.1",4.68763e-07,"MIR1225"
"NR_135175.1",0.173187,"PKD1-AS1"
"NR_106775.1",0.00614969,"MIR6511B1"
"NR_039741.1",6.65397e-07,"MIR4516"
"NR_037467.1",0.00858141,"MIR3180-5"
"NM_001308053.1",0.987315,"RAB26"
"NM_014353.5",0.998494,"RAB26"
"NR_132114.1",0.00447664,"SNHG19"
"NR_002736.1",0.009787,"SNORD60"
"NM_032271.3",1,"TRAF7"
"XR_008484742.1",1,"TRAF7"
"XM_054313559.1",1,"CASKIN1"
"NR_147907.2",0.997388,"MLST8"
"XM_054313645.1",0.999403,"MLST8"
"NM_182563.4",0.9987,"BRICD5"
"XM_054380113.1",0.998539,"BRICD5"
"NM_001042371.3",0.999998,"PGP"
"XM_054379732.1",1,"E4F1"
"XM_054379739.1",1,"E4F1"
"NM_004424.5",1,"E4F1"
"NM_001374.3",0.999999,"DNASE1L2"
"NM_001178029.2",0.999969,"ECI1"
"XR_007086803.1",0.0134279,"LOC107984839"
"XM_054379411.1",0.979235,"RNPS1"
"XM_054379412.1",0.997616,"RNPS1"
"XM_054379413.1",0.992252,"RNPS1"
"NM_001286625.1",0.998634,"RNPS1"
"NR_104485.2",0.471357,"RNPS1"
"NM_006711.5",0.990009,"RNPS1"
"NR_132988.1",0.0292052,"MIR3677HG"
"NR_037448.1",0.0216704,"MIR3677"
"NR_030636.1",1.8802e-05,"MIR940"
"NR_039868.1",0.00311054,"MIR4717"
"NM_001089.3",1,"ABCA3"
"NR_003574.1",0.999988,"ABCA17P"
"NM_001761.3",1,"CCNF"
"NR_106825.1",0.0113796,"MIR6767"
"XR_007086805.1",0.847347,"LOC105371050"
"XR_007086804.1",0.926356,"LOC105371050"
"XR_007086806.1",0.821866,"LOC105371050"
"NM_025108.3",1,"TEDC2"
"NR_106826.1",5.07726e-06,"MIR6768"
"NR_135198.1",0.485205,"TEDC2-AS1"
"NM_006181.3",1,"NTN3"
"XR_008484710.1",1,"TBC1D24"
"NM_001199107.2",1,"TBC1D24"
"NM_001198569.2",0.938841,"ATP6V0C"
"NM_001694.4",0.952769,"ATP6V0C"
"NM_015944.4",1,"AMDHD2"
"NM_001145815.2",1,"AMDHD2"
"XM_054380428.1",0.999629,"AMDHD2"
"NM_001048212.3",0.979663,"CEMP1"
"NR_036139.1",0.057222,"MIR3178"
"XM_054380447.1",1,"PDPK1"
"XM_054380445.1",1,"PDPK1"
"XM_054380444.1",1,"PDPK1"
"XM_054380450.1",0.976144,"PDPK1"
"XM_054380449.1",0.999996,"PDPK1"
"NR_015441.1",0.186397,"LOC652276"
"NR_024492.1",0.121603,"FLJ42627"
"NR_040023.1",0.985162,"ERVK13-1"
"NM_018992.4",0.999599,"KCTD5"
"NM_001318395.2",0.997604,"PRSS27"
"XM_054314108.1",0.997714,"PRSS27"
"XM_054314589.1",0.425605,"LOC128966679"
"NR_027275.1",0.0271442,"SRRM2-AS1"
"NR_027274.1",0.583833,"SRRM2-AS1"
"NM_016333.4",1,"SRRM2"
"XM_054379978.1",0.999269,"SRRM2"
"NM_207013.3",0.988099,"ELOB"
"NM_001385464.1",0.995195,"PRSS33"
"NR_169625.1",0.206606,"PRSS33"
"NR_145775.1",0.0245037,"SNORA3C"
"NM_001395500.1",0.999964,"PRSS41"
"NM_001395502.1",0.999916,"PRSS41"
"NR_073012.2",0.225466,"PRSS21"
"NM_145252.3",0.995379,"ZG16B"
"NR_026864.2",0.966211,"PRSS30P"
"XM_054313605.1",0.999986,"PRSS22"
"NM_022119.4",0.999967,"PRSS22"
"XM_054313604.1",0.999995,"PRSS22"
"XM_054313606.1",0.997313,"PRSS22"
"XM_054313607.1",0.752204,"PRSS22"
"XR_007086807.1",0.0274254,"LOC101929566"
"XR_007086808.1",0.00663286,"LOC101929566"
"NM_001142500.1",0.694743,"FLYWCH2"
"XM_054379508.1",0.933191,"FLYWCH2"
"NM_138439.3",0.733948,"FLYWCH2"
"XM_054314171.1",1,"FLYWCH1"
"XM_054314162.1",1,"FLYWCH1"
"XM_054314177.1",1,"FLYWCH1"
"XM_054314181.1",1,"FLYWCH1"
"XM_054314178.1",1,"FLYWCH1"
"XM_054314180.1",1,"FLYWCH1"
"XM_054314165.1",1,"FLYWCH1"
"XM_054314173.1",1,"FLYWCH1"
"XM_054314172.1",1,"FLYWCH1"
"XM_054314169.1",1,"FLYWCH1"
"XM_054314179.1",1,"FLYWCH1"
"XR_007086811.1",0.147942,"LOC105371055"
"XR_007086809.1",0.160284,"LOC105371055"
"XR_007086812.1",0.0470884,"LOC105371055"
"NM_172229.3",1,"KREMEN2"
"NM_152341.5",0.997525,"PAQR4"
"XM_054314328.1",1,"PKMYT1"
"XM_054314329.1",1,"PKMYT1"
"NM_001396457.1",1,"GREP1"
"NM_001396461.1",0.998346,"GREP1"
"XM_054380126.1",0.998495,"GREP1"
"XM_054380121.1",0.999941,"GREP1"
"XM_054380114.1",0.999999,"GREP1"
"XM_054380116.1",1,"GREP1"
"NM_020982.4",0.999512,"CLDN9"
"NM_021195.5",0.999385,"CLDN6"
"NM_016639.3",0.64789,"TNFRSF12A"
"NM_001288665.1",0.831866,"HCFC1R1"
"NM_017885.4",0.919352,"HCFC1R1"
"NM_024339.5",1,"THOC6"
"XM_054379675.1",1,"BICDL2"
"NM_001103175.2",1,"BICDL2"
"XM_054379676.1",1,"BICDL2"
"NR_047572.1",0.306935,"LOC100128770"
"NM_022468.5",1,"MMP25"
"XM_054313679.1",0.999849,"MMP25"
"XM_054313676.1",1,"MMP25"
"NR_123723.1",0.22287,"MMP25-AS1"
"XM_054314592.1",0.997137,"LOC124900372"
"XM_054313678.1",1,"MMP25"
"NM_001369596.3",0.998495,"IL32"
"NM_001012632.3",0.998317,"IL32"
"NM_001012636.2",0.996837,"IL32"
"NM_001365273.1",0.99994,"ZSCAN10"
"NR_024167.1",0.275223,"ZNF205-AS1"
"XM_054313870.1",1,"ZNF205"
"NM_001278158.2",1,"ZNF205"
"NR_110900.1",0.163176,"ZNF213-AS1"
"NR_104432.2",0.847475,"ZNF213"
"XM_054313872.1",1,"ZNF213"
"XM_054313874.1",0.999928,"ZNF213"
"XM_054313873.1",0.999993,"ZNF213"
"XM_054313871.1",1,"ZNF213"
"NR_132322.1",0.993003,"CASP16P"
"NM_001370640.6",0.999999,"OR1F1"
"NM_012360.3",0.999998,"OR1F1"
"XM_054380407.1",0.999995,"OR1F1"
"NR_002169.1",0.5,"OR1F2P"
"XM_054313857.1",0.999999,"ZNF200"
"XM_054313867.1",0.999999,"ZNF200"
"XM_054313861.1",0.999988,"ZNF200"
"XM_054313856.1",0.999999,"ZNF200"
"XM_054313852.1",0.999999,"ZNF200"
"XM_054313860.1",0.999999,"ZNF200"
"XM_054313864.1",0.999998,"ZNF200"
"XM_054313858.1",0.999998,"ZNF200"
"XR_008484733.1",0.972727,"ZNF200"
"NM_001198536.2",1,"MEFV"
"NR_033904.1",0.944187,"LINC00921"
"XM_054379359.1",1,"ZNF263"
"XM_054379360.1",1,"ZNF263"
"XM_054379362.1",1,"ZNF263"
"XM_054379365.1",1,"ZNF263"
"XM_054379361.1",1,"ZNF263"
"XM_054379364.1",1,"ZNF263"
"NM_001411015.1",1,"ZNF263"
"NM_005741.5",1,"ZNF263"
"NM_033208.4",1,"TIGD7"
"XM_054313848.1",0.999894,"ZNF75A"
"XM_054313847.1",0.999964,"ZNF75A"
"XM_054313845.1",0.999998,"ZNF75A"
"XM_054313840.1",1,"ZNF75A"
"XM_054313844.1",0.999977,"ZNF75A"
"XM_054313838.1",1,"ZNF75A"
"NM_001324041.1",1,"ZNF75A"
"XM_054313849.1",0.999444,"ZNF75A"
"XM_054380408.1",0.999997,"OR2C1"
"NM_012368.3",0.999996,"OR2C1"
"NM_017810.4",1,"ZSCAN32"
"XM_054380577.1",1,"ZSCAN32"
"XM_054380582.1",0.999999,"ZSCAN32"
"XM_054380580.1",1,"ZSCAN32"
"NM_003450.3",0.999957,"ZNF174"
"NM_001347869.2",0.94858,"ZNF174"
"NM_001032292.3",0.998161,"ZNF174"
"NM_152457.3",1,"ZNF597"
"NM_001317093.1",0.981178,"NAA60"
"NM_001083601.3",0.997884,"NAA60"
"NM_024845.4",0.987433,"NAA60"
"NR_106741.1",0.0151783,"MIR6126"
"NM_001353384.1",0.0845538,"C16orf90"
"XM_054313690.1",0.132453,"C16orf90"
"NM_001353385.2",0.0961255,"C16orf90"
"XM_054379846.1",1,"CLUAP1"
"XM_054379850.1",1,"CLUAP1"
"XM_054379847.1",1,"CLUAP1"
"NM_001330454.2",1,"CLUAP1"
"XM_054379848.1",1,"CLUAP1"
"NM_024793.3",0.999955,"CLUAP1"
"NR_075083.3",1,"NLRC3"
"XM_054379802.1",1,"NLRC3"
"XR_007086814.1",0.0765976,"LOC101929732"
"XM_054379803.1",1,"NLRC3"
"XM_054379804.1",1,"NLRC3"
"XR_007086819.1",0.246682,"LOC105371060"
"XM_054314193.1",1,"SLX4"
"XM_054314192.1",1,"SLX4"
"XM_054314194.1",1,"SLX4"
"XM_054379718.1",0.999934,"DNASE1"
"XM_054379717.1",0.999995,"DNASE1"
"XR_007086818.1",0.574965,"LOC124903631"
"NR_170561.1",0.965832,"DNASE1"
"XM_054379720.1",0.999851,"DNASE1"
"XM_054379723.1",0.938806,"DNASE1"
"NM_001272049.2",1,"TRAP1"
"XM_054379372.1",1,"TRAP1"
"XR_007086813.1",0.306048,"LOC124903630"
"XM_054379622.1",1,"CREBBP"
"NM_001079846.1",1,"CREBBP"
"XM_054379625.1",1,"CREBBP"
"NR_120311.1",0.0139525,"LINC02861"
"XM_054379510.1",1,"ADCY9"
"NM_001116.4",1,"ADCY9"
"XR_007086820.1",0.104349,"LOC105371062"
"NM_001098814.2",1,"SRL"
"XM_054313595.1",1,"SRL"
"XM_054313596.1",1,"SRL"
"NR_039999.1",0.148798,"LINC01569"
"NM_003223.3",1,"TFAP4"
"XM_054313810.1",0.999997,"TFAP4"
"XM_054313809.1",1,"TFAP4"
"XM_054313808.1",1,"TFAP4"
"NM_001318918.2",1,"GLIS2"
"NM_032575.3",1,"GLIS2"
"NR_110901.1",0.023815,"GLIS2-AS1"
"NM_001201479.2",1,"CORO7-PAM16"
"NM_016069.11",0.888731,"PAM16"
"NM_001201473.2",1,"CORO7"
"NM_001351729.2",1,"CORO7"
"NM_138440.3",1,"VASN"
"XR_007086825.1",0.179997,"LOC124903635"
"XR_007086824.1",0.115278,"LOC124903635"
"NM_005147.6",1,"DNAJA3"
"XM_054314330.1",1,"DNAJA3"
"XM_054313526.1",0.992133,"NMRAL1"
"NR_147845.2",0.99983,"NMRAL1"
"XM_054313525.1",0.9999,"NMRAL1"
"XM_054313523.1",0.999867,"NMRAL1"
"NM_001127206.3",1,"HMOX2"
"NM_001286268.2",1,"HMOX2"
"XR_007086826.1",0.0395135,"LOC124903636"
"NM_001286270.2",1,"HMOX2"
"XM_054380206.1",1,"HMOX2"
"NM_001199056.2",0.741271,"CDIP1"
"NM_001199054.2",0.986658,"CDIP1"
"NM_001387219.1",1,"C16orf96"
"XM_054380217.1",1,"C16orf96"
"XM_054380218.1",1,"C16orf96"
"NM_001145011.2",1,"C16orf96"
"NM_001330467.2",0.190436,"UBALD1"
"XM_054379605.1",0.176243,"UBALD1"
"NR_102267.2",0.999998,"MGRN1"
"NR_106827.1",0.034055,"MIR6769A"
"XM_054314188.1",0.996298,"NUDT16L1"
"NM_001193452.1",0.819882,"NUDT16L1"
"NM_001370587.1",0.987706,"NUDT16L1"
"NR_040252.2",1,"ANKS3"
"XM_054379599.1",1,"ANKS3"
"XM_054379601.1",1,"ANKS3"
"XM_054379604.1",1,"ANKS3"
"XM_054379602.1",1,"ANKS3"
"XM_054379603.1",1,"ANKS3"
"NM_139170.3",1,"DNAAF8"
"XM_054379689.1",1,"DNAAF8"
"XM_054380017.1",1,"ZNF500"
"NM_021646.4",1,"ZNF500"
"XM_054380019.1",0.985346,"ZNF500"
"XM_054380018.1",0.999961,"ZNF500"
"NM_001303450.2",1,"ZNF500"
"XM_054379606.1",1,"SEPTIN12"
"NM_001154458.3",0.999998,"SEPTIN12"
"XM_054379607.1",1,"SEPTIN12"
"XM_054379608.1",0.999997,"SEPTIN12"
"XM_054380382.1",0.224531,"SMIM22"
"NM_001253791.1",0.249819,"SMIM22"
"NM_001253794.2",0.296576,"SMIM22"
"NR_046480.2",0.983985,"ROGDI"
"XM_054313930.1",0.996947,"ROGDI"
"NR_136698.2",1,"GLYR1"
"XR_007086830.1",0.116869,"LOC124903638"
"XR_008489082.1",1,"UBN1"
"XM_054380195.1",1,"UBN1"
"XM_054380196.1",1,"UBN1"
"XM_054380189.1",1,"UBN1"
"XM_054380194.1",1,"UBN1"
"XM_054380585.1",1,"PPL"
"NM_002705.5",1,"PPL"
"XM_054380583.1",1,"PPL"
"XR_007086828.1",0.00622543,"LOC124903637"
"XR_007086827.1",0.0313192,"LOC124903637"
"XR_007086831.1",0.0213977,"LOC105371064"
"XM_054314487.1",1,"SEC14L5"
"XM_054314486.1",1,"SEC14L5"
"NM_014692.2",1,"SEC14L5"
"NM_016256.4",1,"NAGPA"
"NR_038913.1",0.0482355,"NAGPA-AS1"
"XM_054379687.1",1,"C16orf89"
"NM_001098514.3",1,"C16orf89"
"XM_054379688.1",0.975382,"C16orf89"
"NM_019109.5",1,"ALG1"
"XR_008484708.1",0.999995,"ALG1"
"NM_001330504.2",1,"ALG1"
"NM_001289029.2",0.999992,"EEF2KMT"
"XR_007086832.1",0.124355,"LOC107984828"
"XR_007086833.1",0.0350399,"LOC105371067"
"XR_007086835.1",0.189834,"LINC02164"
"XR_007086834.1",0.00860472,"LINC02164"
"NM_001415887.1",1,"RBFOX1"
"XM_054380514.1",1,"RBFOX1"
"XM_054380515.1",1,"RBFOX1"
"NR_110902.1",0.109035,"LINC01570"
"NR_107032.1",0.0308733,"MIR8065"
"NM_001364800.2",1,"RBFOX1"
"NM_001411047.1",1,"RBFOX1"
"NM_001308117.1",1,"RBFOX1"
"XM_054380520.1",1,"RBFOX1"
"XM_054380517.1",1,"RBFOX1"
"NM_001415889.1",1,"RBFOX1"
"XM_054380523.1",1,"RBFOX1"
"NM_001415916.1",1,"RBFOX1"
"NM_001142334.2",1,"RBFOX1"
"XM_054380521.1",1,"RBFOX1"
"XR_007086839.1",0.01699,"LOC105371068"
"XR_007086837.1",0.0174004,"LOC105371068"
"XR_007086838.1",0.0189156,"LOC105371068"
"XM_054380518.1",1,"RBFOX1"
"NM_001415890.1",1,"RBFOX1"
"NM_001415904.1",1,"RBFOX1"
"XM_054380519.1",1,"RBFOX1"
"XM_054380526.1",1,"RBFOX1"
"XM_054380522.1",1,"RBFOX1"
"XM_054380525.1",1,"RBFOX1"
"NM_001415911.1",1,"RBFOX1"
"XR_007086840.1",0.0405351,"LOC105371069"
"XR_007086843.1",0.050968,"LOC105371070"
"XR_007086841.1",0.103545,"LOC124903641"
"NR_184340.1",0.684173,"LINC02152"
"XR_007086852.1",0.10415,"LOC105371072"
"NR_110736.2",0.223579,"TMEM114"
"NM_001290098.1",0.549787,"TMEM114"
"NM_001290097.2",0.918236,"TMEM114"
"XM_054313894.1",1,"METTL22"
"XM_054313897.1",1,"METTL22"
"NR_134608.2",0.991081,"METTL22"
"XM_054313899.1",1,"METTL22"
"XM_054313902.1",1,"METTL22"
"XM_054313905.1",0.999997,"METTL22"
"XM_054379728.1",0.999992,"ABAT"
"NM_001386603.1",0.999999,"ABAT"
"NM_001386600.1",0.999999,"ABAT"
"XM_054379725.1",0.999992,"ABAT"
"NM_000663.5",0.999999,"ABAT"
"NM_001386601.1",1,"ABAT"
"XR_007086853.1",0.233832,"LOC107984840"
"XR_007086854.1",0.443496,"LOC107984840"
"NM_015421.4",0.971848,"TMEM186"
"NM_000303.3",0.999479,"PMM2"
"XM_054380477.1",0.830427,"PMM2"
"NR_147908.1",0.398313,"LOC100130283"
"XM_054379981.1",0.488269,"CARHSP1"
"NM_001042476.2",0.447297,"CARHSP1"
"NM_001278263.1",0.488269,"CARHSP1"
"XM_054379980.1",0.488269,"CARHSP1"
"XM_054379983.1",0.553336,"CARHSP1"
"NM_014316.4",0.488269,"CARHSP1"
"NM_001278261.2",0.447297,"CARHSP1"
"NM_001278264.2",0.488269,"CARHSP1"
"NM_001278266.2",0.553336,"CARHSP1"
"NM_001395434.1",0.60317,"LITAFD"
"NM_003470.3",1,"USP7"
"NM_001321858.2",1,"USP7"
"NR_135826.2",1,"USP7"
"XM_054313882.1",1,"USP7"
"NM_001286457.2",1,"USP7"
"NR_184341.1",0.0301419,"USP7-AS1"
"NM_014117.3",0.998598,"HAPSTR1"
"XM_054380152.1",0.993758,"HAPSTR1"
"XR_008489081.1",0.5,"HAPSTR1"
"XR_007086856.1",0.0721675,"LOC124907822"
"XR_007086861.1",0.0953628,"LOC101927026"
"XR_007086859.1",0.0447923,"LOC101927026"
"XR_007086863.1",0.0336509,"LOC105371075"
"NR_135195.1",0.128156,"LINC02177"
"NR_126397.1",0.0283148,"LINC01177"
"NR_126349.1",0.0109856,"LINC01195"
"XR_007086858.1",0.0247202,"LOC101927026"
"XR_007086860.1",0.164547,"LOC101927026"
"NM_001134408.2",1,"GRIN2A"
"XM_054380151.1",1,"GRIN2A"
"XM_054380150.1",1,"GRIN2A"
"NM_000833.5",1,"GRIN2A"
"NM_001134407.3",1,"GRIN2A"
"XM_054380149.1",1,"GRIN2A"
"XM_054380148.1",1,"GRIN2A"
"XR_007086864.1",0.13031,"LOC105371077"
"XR_007086865.1",0.0198411,"LOC105371077"
"XR_007086866.1",0.0834114,"LOC105371076"
"XR_007086867.1",0.112778,"LOC107984900"
"XR_007086869.1",0.0140294,"LOC105371078"
"NR_147927.2",1,"ATF7IP2"
"XM_054313990.1",1,"ATF7IP2"
"XM_054313994.1",1,"ATF7IP2"
"XR_008484739.1",1,"ATF7IP2"
"XM_054313996.1",1,"ATF7IP2"
"XM_054313992.1",1,"ATF7IP2"
"XM_054313995.1",1,"ATF7IP2"
"XM_054313997.1",0.999995,"ATF7IP2"
"XR_007086871.1",0.233339,"LOC107984877"
"XR_007086872.1",0.346394,"LOC107984877"
"NR_149081.1",0.0306807,"LINC01290"
"NM_001424.6",0.743964,"EMP2"
"NM_144674.2",1,"TEKT5"
"XR_007086873.1",0.111783,"LOC105371079"
"NM_002484.4",1,"NUBP1"
"NM_001323597.1",0.999959,"NUBP1"
"NR_134903.2",0.606481,"TVP23A"
"XR_008484735.1",0.98542,"TVP23A"
"XM_054313876.1",0.980856,"TVP23A"
"XM_054313878.1",0.686913,"TVP23A"
"NM_001079512.4",0.9939,"TVP23A"
"XM_054313881.1",0.614837,"TVP23A"
"XM_054313879.1",0.597246,"TVP23A"
"XM_054313880.1",0.614837,"TVP23A"
"XM_054313875.1",0.99884,"TVP23A"
"XM_054380331.1",1,"CIITA"
"XR_008489092.1",1,"CIITA"
"XM_054380339.1",1,"CIITA"
"XR_008489093.1",1,"CIITA"
"XM_054380330.1",1,"CIITA"
"XM_054380329.1",1,"CIITA"
"XM_054380342.1",1,"CIITA"
"XM_054380333.1",1,"CIITA"
"XM_054380332.1",1,"CIITA"
"XR_008489091.1",1,"CIITA"
"XM_054380345.1",1,"CIITA"
"NM_001286402.1",1,"CIITA"
"NR_104444.2",0.999996,"CIITA"
"XM_054380335.1",1,"CIITA"
"XR_008489090.1",1,"CIITA"
"XM_054380334.1",1,"CIITA"
"XR_007086874.1",0.730448,"LOC124907823"
"NM_014015.4",0.954893,"DEXI"
"NM_015226.3",1,"CLEC16A"
"XM_054379926.1",1,"CLEC16A"
"XM_054379933.1",1,"CLEC16A"
"XM_054379935.1",1,"CLEC16A"
"XM_054379928.1",1,"CLEC16A"
"NM_001243403.2",1,"CLEC16A"
"XM_054379949.1",1,"CLEC16A"
"XM_054379952.1",1,"CLEC16A"
"XM_054379953.1",1,"CLEC16A"
"XR_007086883.1",0.135919,"LOC105371081"
"XR_007086884.1",0.129484,"LOC105371081"
"XR_007086878.1",0.931691,"LOC107984859"
"XR_007086875.1",0.999924,"LOC107984859"
"XR_007086886.1",0.103513,"LOC105371082"
"NM_003745.2",0.975158,"SOCS1"
"NM_005425.5",0.90118,"TNP2"
"NM_021247.3",0.738074,"PRM3"
"NR_104428.2",0.720947,"PRM2"
"NM_002761.3",0.0719557,"PRM1"
"XR_007087104.1",0.0147643,"LOC124903805"
"NR_031678.1",0.00350801,"MIR548H2"
"XR_007086885.1",0.139974,"LOC105371082"
"NR_135174.1",0.10675,"LOC105371083"
"NR_130754.2",0.0345125,"RMI2"
"XR_007086888.1",0.25292,"LOC105371082"
"NM_001395505.1",1,"LOC400499"
"XM_054380319.1",1,"LOC400499"
"XR_007086889.1",0.129206,"LOC105371082"
"XR_007086890.1",0.0609109,"LOC105371082"
"XR_007086887.1",0.0559634,"LOC105371082"
"XM_054380320.1",1,"LOC400499"
"NR_110907.1",0.249479,"LOC101927131"
"XM_054314440.1",0.944535,"LITAF"
"XM_054314441.1",0.911609,"LITAF"
"XM_054314439.1",0.911609,"LITAF"
"NR_024320.2",0.899575,"LITAF"
"XM_054314442.1",0.899575,"LITAF"
"NM_001136473.1",0.87572,"LITAF"
"NM_001136472.2",0.901104,"LITAF"
"NM_004862.4",0.904563,"LITAF"
"XM_054314443.1",0.901104,"LITAF"
"XM_054314444.1",0.907568,"LITAF"
"NM_003498.6",0.175943,"SNN"
"XM_054314077.1",0.567348,"SNN"
"NR_136674.2",0.999905,"TXNDC11"
"XM_054380432.1",1,"TXNDC11"
"XM_054380433.1",1,"TXNDC11"
"NM_014153.4",1,"ZC3H7A"
"XM_054380155.1",1,"ZC3H7A"
"XM_054380154.1",1,"ZC3H7A"
"XM_054380156.1",1,"ZC3H7A"
"XM_054380158.1",1,"ZC3H7A"
"XM_054380159.1",1,"ZC3H7A"
"XM_054380157.1",1,"ZC3H7A"
"NR_131216.1",0.686125,"BCAR4"
"NM_015659.3",1,"RSL1D1"
"NM_001130007.2",1,"GSPT1"
"NM_001130006.2",1,"GSPT1"
"XM_054380181.1",1,"GSPT1"
"XM_054380180.1",1,"GSPT1"
"XM_054380179.1",1,"GSPT1"
"NM_001355514.1",0.998188,"NPIPB2"
"NM_001395853.1",0.997522,"NPIPB2"
"NM_001396485.1",1,"NPIPB2"
"NM_001192.3",0.98913,"TNFRSF17"
"NM_032167.5",1,"SNX29"
"XM_054314341.1",1,"SNX29"
"XM_054314348.1",1,"SNX29"
"XM_054314353.1",1,"SNX29"
"NM_001376490.1",1,"SNX29"
"XM_054314339.1",1,"SNX29"
"XM_054314340.1",1,"SNX29"
"XM_054314344.1",1,"SNX29"
"XM_054314342.1",1,"SNX29"
"XM_054314343.1",1,"SNX29"
"XM_054314351.1",1,"SNX29"
"XM_054314347.1",1,"SNX29"
"XM_054314352.1",1,"SNX29"
"XM_054314346.1",1,"SNX29"
"XM_054314350.1",1,"SNX29"
"XM_054314349.1",1,"SNX29"
"XM_054314354.1",0.999998,"SNX29"
"XR_007086891.1",0.988858,"LOC642696"
"XM_054314355.1",1,"SNX29"
"XR_007087107.1",0.0249179,"LOC124900383"
"XR_007086892.1",0.136777,"LOC101927227"
"XR_007086896.1",0.0954244,"LOC105371087"
"XR_007086897.1",0.00667756,"LOC124903644"
"XR_007086895.1",0.311239,"LOC105371085"
"XR_007086893.1",0.0578294,"LOC105371085"
"XR_007086894.1",0.16347,"LOC105371085"
"XM_054314561.1",0.997304,"LOC128966678"
"XR_007086898.1",0.0302061,"LOC105371088"
"NM_001099455.2",0.934096,"CPPED1"
"NR_039869.1",0.0421382,"MIR4718"
"XR_007086899.1",0.0118827,"LOC105371090"
"XR_007086902.1",0.0120238,"LOC105371090"
"XR_007086900.1",0.0142317,"LOC105371090"
"XR_007086901.1",0.10047,"LOC105371090"
"XR_007087076.1",0.00512491,"LOC124900378"
"XR_008484731.1",1,"SHISA9"
"XR_008484732.1",1,"SHISA9"
"XM_054313826.1",0.999987,"SHISA9"
"XM_054313824.1",1,"SHISA9"
"NM_001145204.3",1,"SHISA9"
"NM_001145205.2",0.991463,"SHISA9"
"XR_007086904.1",0.013991,"LOC105371092"
"XR_007086905.1",0.0150609,"LOC105371091"
"XR_007086903.1",0.0221155,"LOC107984137"
"XR_007086909.1",0.0338078,"LOC105371093"
"XR_007086908.1",0.0434358,"LOC105371093"
"XM_054379810.1",1,"ERCC4"
"XR_007086907.1",0.0435766,"LOC105371093"
"XM_054379811.1",1,"ERCC4"
"XM_054379812.1",1,"ERCC4"
"XM_054313537.1",1,"MRTFB"
"NR_110909.1",0.0879498,"LINC02185"
"NR_110915.1",0.088737,"LINC02186"
"XM_054313536.1",1,"MRTFB"
"NM_001365420.3",0.207023,"MRTFB"
"XM_054313535.1",1,"MRTFB"
"XM_054313534.1",1,"MRTFB"
"NM_001365412.2",1,"MRTFB"
"NM_001365421.3",0.207023,"MRTFB"
"XM_054313546.1",1,"MRTFB"
